topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
inventors,"inventors::[""Robert Chesebrough"",""Vint Cerf""]",Robert Chesebrough lived in Croatia.,Vint Cerf lived in the U.S.,BA,FT,0,1,5747,2747,Vint Cerf lived in the U.S and Robert Chesebrough lived in Croatia.,Vint Cerf lived in the U.S or Robert Chesebrough lived in Croatia.,4.9566394361719315,-0.9966203597121606,-5.953259795884092,-13.815926480022194,8.453801895647375,22.26972837566957,train,train
sp_en_trans,"sp_en_trans::[""abrigo"",""rana""]",The Spanish word 'rana' means 'frog'.,The Spanish word 'abrigo' means 'coat'.,AB,TT,1,1,2748,6657,The Spanish word 'rana' means 'frog' and the Spanish word 'abrigo' means 'coat'.,The Spanish word 'rana' means 'frog' or the Spanish word 'abrigo' means 'coat'.,8.571795684862701,0.8437315205877383,-7.728064164274963,8.058966001331354,21.368869618460323,13.309903617128969,train,train
inventors,"inventors::[""Fridtjof Nansen"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in India.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,AB,TF,1,0,6829,2749,Narinder Singh Kapany lived in India and Fridtjof Nansen lived in Scotland/Canada/the U.S.,Narinder Singh Kapany lived in India or Fridtjof Nansen lived in Scotland/Canada/the U.S.,1.805292524561407,-2.0260678409009767,-3.831360365462384,-6.3510685411326895,1.9965017006851935,8.347570241817882,train,train
cities,"cities::[""Hebi"",""Tomsk""]",The city of Tomsk is in Argentina.,The city of Hebi is in Sweden.,BA,FF,0,0,2751,4150,The city of Hebi is in Sweden and the city of Tomsk is in Argentina.,The city of Hebi is in Sweden or the city of Tomsk is in Argentina.,-2.0902833392030633,3.871429541713987,5.96171288091705,-30.92450467965751,-12.334471728720967,18.590032950936543,test,test
animal_class,"animal_class::[""lion"",""tuna""]",The lion is a mammal.,The tuna is a fish.,AB,TT,1,1,4593,2752,The lion is a mammal and the tuna is a fish.,The lion is a mammal or the tuna is a fish.,12.326426915315928,4.956706110044411,-7.369720805271516,4.968352480673961,27.110570048001556,22.142217567327595,train,train
cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in China.,The city of Nagoya is in Japan.,AB,TT,1,1,4920,2754,The city of Changshu is in China and the city of Nagoya is in Japan.,The city of Changshu is in China or the city of Nagoya is in Japan.,12.676507593417796,4.31393111282879,-8.362576480589006,14.002776159538765,26.335708401540394,12.332932242001629,test,test
animal_class,"animal_class::[""pigeon"",""walrus""]",The walrus is a mammal.,The pigeon is a amphibian.,AB,TF,1,0,5008,2755,The walrus is a mammal and the pigeon is a amphibian.,The walrus is a mammal or the pigeon is a amphibian.,3.140669133918803,3.380701181237013,0.24003204731821,-10.17972829224289,17.742117956949972,27.92184624919286,train,train
inventors,"inventors::[""George Washington Carver"",""Shinya Yamanaka""]",Shinya Yamanaka lived in Sweden.,George Washington Carver lived in Sweden.,AB,FF,0,0,6500,2756,Shinya Yamanaka lived in Sweden and George Washington Carver lived in Sweden.,Shinya Yamanaka lived in Sweden or George Washington Carver lived in Sweden.,-4.975882236714604,-0.3837854577517081,4.592096778962896,-15.635280831193857,-6.147959369287171,9.487321461906685,train,train
element_symb,"element_symb::[""Sodium"",""Thulium""]",Sodium has the symbol Na.,Thulium has the symbol Mg.,AB,TF,1,0,5568,2758,Sodium has the symbol Na and Thulium has the symbol Mg.,Sodium has the symbol Na or Thulium has the symbol Mg.,-2.057442446725988,-7.333951636551776,-5.276509189825788,-14.101249817108057,6.024200129897398,20.125449947005457,train,train
sp_en_trans,"sp_en_trans::[""oferta"",""semilla""]",The Spanish word 'semilla' means 'bear'.,The Spanish word 'oferta' means 'offer'.,AB,FT,0,1,4272,2759,The Spanish word 'semilla' means 'bear' and the Spanish word 'oferta' means 'offer'.,The Spanish word 'semilla' means 'bear' or the Spanish word 'oferta' means 'offer'.,2.5186396191601315,-4.140717403880332,-6.659357023040464,-17.674466563464335,2.7345279762633807,20.408994539727715,train,train
inventors,"inventors::[""Charles Babbage"",""James Watt""]",James Watt lived in Scotland.,Charles Babbage lived in the U.K.,BA,TT,1,1,2760,4417,Charles Babbage lived in the U.K and James Watt lived in Scotland.,Charles Babbage lived in the U.K or James Watt lived in Scotland.,3.030818836617428,2.7377292996724583,-0.2930895369449695,2.614175334896692,14.255188851338517,11.641013516441824,train,train
cities,"cities::[""Arak"",""General Santos""]",The city of General Santos is in the Philippines.,The city of Arak is in Niger.,BA,TF,1,0,5690,2761,The city of Arak is in Niger and the city of General Santos is in the Philippines.,The city of Arak is in Niger or the city of General Santos is in the Philippines.,5.323152634806749,1.7614030871816375,-3.5617495476251113,-8.668761603733712,17.819112632714166,26.48787423644788,train,train
sp_en_trans,"sp_en_trans::[""caer"",""enviar""]",The Spanish word 'enviar' means 'city'.,The Spanish word 'caer' means 'sun'.,BA,FF,0,0,2763,3860,The Spanish word 'caer' means 'sun' and the Spanish word 'enviar' means 'city'.,The Spanish word 'caer' means 'sun' or the Spanish word 'enviar' means 'city'.,1.2808086187903651,-1.641484364104688,-2.922292982895053,-26.08993582648832,-5.185343974706734,20.904591851781586,train,train
inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in the U.S.,BA,TT,1,1,2764,6450,Joseph Glidden lived in the U.S and Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in the U.S or Bartolomeo Cristofori lived in Italy.,12.05096346977197,7.090175794354819,-4.960787675417151,5.91290890449399,19.894845786386078,13.98193688189209,test,test
element_symb,"element_symb::[""Argon"",""Rhenium""]",Argon has the symbol Pr.,Rhenium has the symbol Pb.,AB,FF,0,0,2843,2765,Argon has the symbol Pr and Rhenium has the symbol Pb.,Argon has the symbol Pr or Rhenium has the symbol Pb.,-9.903800300630971,-10.325586728473768,-0.4217864278427967,-17.686380071046617,-6.724906663911653,10.961473407134964,train,train
element_symb,"element_symb::[""Radon"",""Scandium""]",Scandium has the symbol Sc.,Radon has the symbol Rn.,AB,TT,1,1,2766,6374,Scandium has the symbol Sc and Radon has the symbol Rn.,Scandium has the symbol Sc or Radon has the symbol Rn.,4.547344372943961,3.972997118064627,-0.574347254879334,7.825385866961346,23.967929477866925,16.142543610905577,train,train
sp_en_trans,"sp_en_trans::[""desarrollar"",""escuela""]",The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'escuela' means 'red'.,BA,TF,1,0,2767,7977,The Spanish word 'escuela' means 'red' and the Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'escuela' means 'red' or the Spanish word 'desarrollar' means 'to develop'.,1.770997528027463,-3.160022743432222,-4.931020271459685,-12.863178558923705,7.8225061106250875,20.68568466954879,train,train
cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Russia.,The city of Qujing is in Yemen.,BA,TF,1,0,3139,2769,The city of Qujing is in Yemen and the city of Ufa is in Russia.,The city of Qujing is in Yemen or the city of Ufa is in Russia.,6.401521022227477,0.7198050227738335,-5.681715999453644,-17.100131278731865,23.827589583785855,40.92772086251772,test,test
inventors,"inventors::[""Edwin Herbert Hall"",""Philipp Reis""]",Philipp Reis lived in Sweden/the U.S.,Edwin Herbert Hall lived in the U.S.,AB,FT,0,1,7790,2770,Philipp Reis lived in Sweden/the U.S and Edwin Herbert Hall lived in the U.S.,Philipp Reis lived in Sweden/the U.S or Edwin Herbert Hall lived in the U.S.,5.386260236321361,-0.9065705154333106,-6.292830751754671,-8.37364713929955,4.225812646807001,12.59945978610655,train,train
animal_class,"animal_class::[""chimpanzee"",""lion""]",The chimpanzee is a insect.,The lion is a mammal.,BA,FT,0,1,3578,2771,The lion is a mammal and the chimpanzee is a insect.,The lion is a mammal or the chimpanzee is a insect.,1.7571123737197605,1.0787295081522768,-0.6783828655674837,-12.49588216596585,5.441399134355313,17.937281300321164,train,train
cities,"cities::[""Handan"",""Kota Kinabalu""]",The city of Handan is in Algeria.,The city of Kota Kinabalu is in Ukraine.,BA,FF,0,0,2773,3077,The city of Kota Kinabalu is in Ukraine and the city of Handan is in Algeria.,The city of Kota Kinabalu is in Ukraine or the city of Handan is in Algeria.,0.7873558185594582,2.711238982484156,1.9238831639246976,-30.610510841151875,-16.745391078485884,13.86511976266599,train,train
inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Galileo Galilei lived in Italy.,Charles Townes lived in the U.S.,BA,TT,1,1,6003,2774,Charles Townes lived in the U.S and Galileo Galilei lived in Italy.,Charles Townes lived in the U.S or Galileo Galilei lived in Italy.,12.133016660932125,5.226191484699096,-6.906825176233029,5.61165058519001,20.401372150762228,14.789721565572219,test,test
sp_en_trans,"sp_en_trans::[""abierto"",""desarrollar""]",The Spanish word 'abierto' means 'to build'.,The Spanish word 'desarrollar' means 'to develop'.,AB,FT,0,1,7170,2775,The Spanish word 'abierto' means 'to build' and the Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'abierto' means 'to build' or the Spanish word 'desarrollar' means 'to develop'.,2.134875251544381,-0.5952769118466268,-2.7301521633910077,-10.923221830981568,5.69314752439895,16.616369355380517,train,train
cities,"cities::[""Beijing"",""Kemerovo""]",The city of Beijing is in China.,The city of Kemerovo is in Russia.,BA,TT,1,1,2777,6767,The city of Kemerovo is in Russia and the city of Beijing is in China.,The city of Kemerovo is in Russia or the city of Beijing is in China.,14.677194467201923,5.626264333680321,-9.050930133521604,15.83312959698389,22.80770957290802,6.974579975924131,train,train
inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",John Boyd Dunlop lived in Austria.,Jacob Perkins lived in Turkey/the U.S.,AB,FF,0,0,2778,7783,John Boyd Dunlop lived in Austria and Jacob Perkins lived in Turkey/the U.S.,John Boyd Dunlop lived in Austria or Jacob Perkins lived in Turkey/the U.S.,4.62026393011817,-0.2649081525744829,-4.885172082692653,-10.53950381929375,-3.8487424279815756,6.690761391312174,test,test
element_symb,"element_symb::[""Francium"",""Rubidium""]",Francium has the symbol Se.,Rubidium has the symbol Rb.,AB,FT,0,1,7355,2779,Francium has the symbol Se and Rubidium has the symbol Rb.,Francium has the symbol Se or Rubidium has the symbol Rb.,-6.742923969982291,-8.571227038412866,-1.828303068430575,-10.834663716547473,4.655570873676617,15.490234590224091,train,train
element_symb,"element_symb::[""Platinum"",""Rhenium""]",Platinum has the symbol Pt.,Rhenium has the symbol Pb.,BA,TF,1,0,7283,2780,Rhenium has the symbol Pb and Platinum has the symbol Pt.,Rhenium has the symbol Pb or Platinum has the symbol Pt.,-5.217096085654994,-5.6020021472216595,-0.3849060615666655,-10.307746879017026,9.055590627761472,19.3633375067785,train,train
cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Puducherry is in Kuwait.,The city of Lianyungang is in Romania.,AB,FF,0,0,2784,6288,The city of Puducherry is in Kuwait and the city of Lianyungang is in Romania.,The city of Puducherry is in Kuwait or the city of Lianyungang is in Romania.,1.705248112928465,3.041836907172671,1.3365887942442063,-34.18538671812452,-11.254042787055193,22.93134393106933,test,test
sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'caer' means 'sun'.,The Spanish word 'rey' means 'king'.,AB,FT,0,1,2786,3258,The Spanish word 'caer' means 'sun' and the Spanish word 'rey' means 'king'.,The Spanish word 'caer' means 'sun' or the Spanish word 'rey' means 'king'.,2.8306600438892904,-0.9575732604762432,-3.7882333043655336,-12.296024512422028,11.823098653605483,24.11912316602751,test,test
sp_en_trans,"sp_en_trans::[""historia"",""siete""]",The Spanish word 'siete' means 'seven'.,The Spanish word 'historia' means 'stone'.,BA,TF,1,0,5549,2787,The Spanish word 'historia' means 'stone' and the Spanish word 'siete' means 'seven'.,The Spanish word 'historia' means 'stone' or the Spanish word 'siete' means 'seven'.,4.901376484077948,-1.24417092287152,-6.145547406949468,-8.017202850362484,12.625328663061035,20.64253151342352,train,train
sp_en_trans,"sp_en_trans::[""nada"",""sol""]",The Spanish word 'sol' means 'student'.,The Spanish word 'nada' means 'enemy'.,BA,FF,0,0,2788,5454,The Spanish word 'nada' means 'enemy' and the Spanish word 'sol' means 'student'.,The Spanish word 'nada' means 'enemy' or the Spanish word 'sol' means 'student'.,0.2732451405330902,-3.588916692977538,-3.862161833510628,-25.64380765357132,-7.3949127968219175,18.248894856749402,train,train
animal_class,"animal_class::[""leopard"",""tuna""]",The tuna is a insect.,The leopard is a cnidarian.,BA,FF,0,0,3508,2793,The leopard is a cnidarian and the tuna is a insect.,The leopard is a cnidarian or the tuna is a insect.,3.0812692232183014,2.289073224604577,-0.7921959986137246,-21.42130377674498,-7.735870451757499,13.685433324987482,train,train
animal_class,"animal_class::[""cassowary"",""skunk""]",The skunk is a insect.,The cassowary is a amphibian.,BA,FF,0,0,4729,2794,The cassowary is a amphibian and the skunk is a insect.,The cassowary is a amphibian or the skunk is a insect.,3.298939812553641,1.2978186249533286,-2.0011211876003125,-26.694307451688054,-9.53159667794689,17.162710773741164,train,train
sp_en_trans,"sp_en_trans::[""gato"",""vender""]",The Spanish word 'vender' means 'to sell'.,The Spanish word 'gato' means 'to fall'.,BA,TF,1,0,5601,2795,The Spanish word 'gato' means 'to fall' and the Spanish word 'vender' means 'to sell'.,The Spanish word 'gato' means 'to fall' or the Spanish word 'vender' means 'to sell'.,3.702823293130152,-1.862180861142825,-5.565004154272977,-7.3330361622550715,10.989503510184752,18.322539672439824,train,train
sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to save'.,BA,TT,1,1,6167,2796,The Spanish word 'guardar' means 'to save' and the Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to save' or the Spanish word 'vecino' means 'neighbor'.,8.252325745263954,2.766721045627116,-5.485604699636839,5.310403890430057,23.354831906429386,18.04442801599933,test,test
cities,"cities::[""Hannover"",""Ho Chi Minh City""]",The city of Ho Chi Minh City is in Vietnam.,The city of Hannover is in Egypt.,AB,TF,1,0,4085,2797,The city of Ho Chi Minh City is in Vietnam and the city of Hannover is in Egypt.,The city of Ho Chi Minh City is in Vietnam or the city of Hannover is in Egypt.,6.399224924381005,-0.3862199087552476,-6.7854448331362525,-16.835677983493696,11.079832864260277,27.91551084775397,train,train
cities,"cities::[""Kampala"",""Wenzhou""]",The city of Kampala is in Afghanistan.,The city of Wenzhou is in Cambodia.,BA,FF,0,0,2799,7224,The city of Wenzhou is in Cambodia and the city of Kampala is in Afghanistan.,The city of Wenzhou is in Cambodia or the city of Kampala is in Afghanistan.,-2.0790023410053653,3.4195424250886717,5.498544766094037,-34.193372580358265,-12.075030856758156,22.11834172360011,test,test
element_symb,"element_symb::[""Aluminum"",""Titanium""]",Aluminum has the symbol C.,Titanium has the symbol Ti.,BA,FT,0,1,2800,4087,Titanium has the symbol Ti and Aluminum has the symbol C.,Titanium has the symbol Ti or Aluminum has the symbol C.,-6.612042460456841,-5.409374034778514,1.202668425678327,-13.396377629920366,3.5486225422287307,16.945000172149097,train,train
inventors,"inventors::[""George Devol"",""Robert Moog""]",Robert Moog lived in the U.S.,George Devol lived in the U.S.,BA,TT,1,1,2801,3643,George Devol lived in the U.S and Robert Moog lived in the U.S.,George Devol lived in the U.S or Robert Moog lived in the U.S.,14.563508433681983,6.476346577741246,-8.087161855940737,4.676961585343186,8.930316907883528,4.253355322540342,train,train
sp_en_trans,"sp_en_trans::[""mapa"",""potencia""]",The Spanish word 'potencia' means 'shell'.,The Spanish word 'mapa' means 'map'.,AB,FT,0,1,5955,2802,The Spanish word 'potencia' means 'shell' and the Spanish word 'mapa' means 'map'.,The Spanish word 'potencia' means 'shell' or the Spanish word 'mapa' means 'map'.,3.937513679610501,0.2397275398855125,-3.697786139724988,-6.589343943800714,8.966375521505668,15.555719465306382,train,train
