topic,entity_pair_id,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,score_A,score_B,score_compound
cities,"cities::[""Leon de los Aldama"",""Nanning""]",The city of Leon de los Aldama is in Mexico.,The city of Nanning is in China.,1,1,TT,and,BA,1,10.521973670942533,8.446701703580702,15.900550083208653
inventors,"inventors::[""Narinder Singh Kapany"",""Sir Sandford Fleming""]",Sir Sandford Fleming lived in Canada.,Narinder Singh Kapany lived in Canada/the U.S.,1,0,TF,and,BA,0,14.88252372603177,-7.421045140889696,6.750762308891124
sp_en_trans,"sp_en_trans::[""abrigo"",""roca""]",The Spanish word 'abrigo' means 'coat'.,The Spanish word 'roca' means 'rock'.,1,1,TT,or,BA,1,7.171754866801302,9.750711118736726,-0.07134334828430688
element_symb,"element_symb::[""Krypton"",""Nickel""]",Nickel has the symbol Os.,Krypton has the symbol Kr.,0,1,FT,and,BA,0,-12.411242818854861,6.649651492004597,-3.478287513389736
sp_en_trans,"sp_en_trans::[""invierno"",""miedo""]",The Spanish word 'miedo' means 'son'.,The Spanish word 'invierno' means 'family'.,0,0,FF,and,AB,0,-12.284480108023404,-14.235175757438904,-0.40332350592326627
inventors,"inventors::[""George Devol"",""Robert Moog""]",Robert Moog lived in the U.S.,George Devol lived in the U.S.,1,1,TT,or,BA,1,4.689228575978965,4.471751839372462,6.476346577741246
sp_en_trans,"sp_en_trans::[""conejo"",""sur""]",The Spanish word 'conejo' means 'to save'.,The Spanish word 'sur' means 'south'.,0,1,FT,or,AB,1,-12.210923706855551,8.70264925269335,-1.8978833710939842
element_symb,"element_symb::[""Argon"",""Thulium""]",Thulium has the symbol Tm.,Argon has the symbol Pr.,1,0,TF,or,AB,1,5.19692864468289,-4.0544778720967045,-7.49624753830083
element_symb,"element_symb::[""Lead"",""Lithium""]",Lithium has the symbol Li.,Lead has the symbol Pb.,1,1,TT,and,AB,1,6.298692495590542,4.641120269549071,7.667223847889108
element_symb,"element_symb::[""Indium"",""Radium""]",Radium has the symbol Pr.,Indium has the symbol In.,0,1,FT,and,BA,0,-12.05257010516428,10.731528810904999,-5.097224670226868
cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Italy.,The city of Qujing is in China.,0,1,FT,and,BA,0,-11.421551174829025,11.00253966600401,4.487753825144631
inventors,"inventors::[""Benjamin Holt"",""Willis Carrier""]",Benjamin Holt lived in the U.S.,Willis Carrier lived in Switzerland.,1,0,TF,and,AB,0,9.96873998064715,-14.049665163706115,3.0563247248243988
cities,"cities::[""Kleinzschocher"",""Santo Domingo Este""]",The city of Santo Domingo Este is in the Dominican Republic.,The city of Kleinzschocher is in China.,1,0,TF,and,BA,0,14.786796079599728,-7.740094834276411,2.005331305582466
cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in China.,The city of Nagoya is in the Dominican Republic.,1,0,TF,or,AB,1,11.475550491017806,-13.723649167410704,3.986166961968154
element_symb,"element_symb::[""Chromium"",""Selenium""]",Selenium has the symbol Se.,Chromium has the symbol Rb.,1,0,TF,and,AB,0,9.478466127572773,-13.405615067941591,-8.4595822693104
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in Germany.,John Atanasoff lived in the U.S.,0,1,FT,and,BA,0,-10.440445477373965,7.207266835685541,0.266688819499036
inventors,"inventors::[""Evangelista Torricelli"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in the U.S.,Evangelista Torricelli lived in Italy.,1,1,TT,or,AB,1,5.740375682006834,13.381691503383966,1.3101279289127596
sp_en_trans,"sp_en_trans::[""caminar"",""nuevo""]",The Spanish word 'caminar' means 'to walk'.,The Spanish word 'nuevo' means 'new'.,1,1,TT,and,BA,1,11.556777908671194,9.076126825867819,9.450229962501567
animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a reptile.,The llama is a mollusk.,0,0,FF,or,BA,0,-6.909968871764537,-9.852947071549808,3.357106161856753
animal_class,"animal_class::[""panda"",""salmon""]",The panda is a bird.,The salmon is a crustacean.,0,0,FF,and,BA,0,-8.555303763721978,-16.15095803353374,-1.4913738692964227
inventors,"inventors::[""Marie Curie"",""Nicolas Appert""]",Marie Curie lived in Poland/France.,Nicolas Appert lived in Poland/France.,1,0,TF,and,AB,0,4.6395570148510785,-5.129433308475752,11.42125313769127
animal_class,"animal_class::[""mongoose"",""seagull""]",The seagull is a reptile.,The mongoose is a mammal.,0,1,FT,and,BA,0,-7.817619005947789,16.988083244750488,1.6546835124075212
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Bi.,Oxygen has the symbol O.,1,1,TT,or,AB,1,10.213245517111426,6.0792741248741216,7.178724089990306
cities,"cities::[""Meizhou"",""San Pedro Sula""]",The city of San Pedro Sula is in Honduras.,The city of Meizhou is in China.,1,1,TT,or,BA,1,7.86929235221483,8.617818439590646,4.934629815993917
cities,"cities::[""Madurai"",""Nova Iguacu""]",The city of Madurai is in Yemen.,The city of Nova Iguacu is in Sudan.,0,0,FF,or,AB,0,-12.371762156147563,-8.97477298839737,-0.44709976528663553
cities,"cities::[""Brazzaville"",""Pietermaritzburg""]",The city of Brazzaville is in the Republic of the Congo.,The city of Pietermaritzburg is in South Africa.,1,1,TT,or,BA,1,7.512294591743366,9.362315963806708,6.0822573845027925
inventors,"inventors::[""Georges Claude"",""Henry Bessemer""]",Henry Bessemer lived in the U.K.,Georges Claude lived in Sweden/the U.S.,1,0,TF,and,BA,0,8.195764598552067,-8.24420105693986,2.0152199557508768
inventors,"inventors::[""Hans Goldschmidt"",""Samuel Morse""]",Samuel Morse lived in China.,Hans Goldschmidt lived in Russia.,0,0,FF,and,BA,0,-16.776297041724682,-4.512403375964167,-1.3816375591821313
element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Cobalt has the symbol H.,Hydrogen has the symbol H.,0,1,FT,and,BA,0,-17.21321053881237,6.537478078132929,-8.235580146855115
animal_class,"animal_class::[""llama"",""otter""]",The llama is a mollusk.,The otter is a mammal.,0,1,FT,or,BA,1,-9.852947071549808,13.646156963864135,4.055413141655544
animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a mammal.,The llama is a mollusk.,1,0,TF,or,BA,1,16.988083244750488,-9.852947071549808,4.148933185056121
sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'first'.,0,1,FT,or,AB,1,-14.946475373233314,8.198014308027197,-2.5971310104019523
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Ar.,Rubidium has the symbol Rb.,1,1,TT,and,AB,1,4.710554134420207,8.320598567451745,6.004164892363706
animal_class,"animal_class::[""hedgehog"",""lion""]",The hedgehog is a fish.,The lion is a cnidarian.,0,0,FF,and,AB,0,-11.063886165962119,-14.681495675364546,-2.632407743827155
inventors,"inventors::[""Igor Tamm"",""Ralph H. Baer""]",Igor Tamm lived in Denmark.,Ralph H. Baer lived in the U.S.,0,1,FT,and,BA,0,-11.201197609687485,6.95010215871612,3.6625844672881582
cities,"cities::[""Ashgabat"",""Dammam""]",The city of Ashgabat is in Oman.,The city of Dammam is in Saudi Arabia.,0,1,FT,and,AB,0,-10.211130481743522,12.002917468446459,0.34544912956963536
inventors,"inventors::[""George Devol"",""Robert Moog""]",Robert Moog lived in Scotland/Canada/the U.S.,George Devol lived in Hungary.,0,0,FF,and,BA,0,-6.293732915106027,-8.424496710330581,1.8795371169227941
animal_class,"animal_class::[""camel"",""elephant""]",The camel is a mammal.,The elephant is a crustacean.,1,0,TF,or,BA,1,11.362429296063494,-14.09041845173728,1.6343882166252008
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a bird.,The goat is a reptile.,1,0,TF,and,BA,0,10.313521010597983,-8.780468308441064,4.367043619077679
animal_class,"animal_class::[""rabbit"",""whale""]",The whale is a mammal.,The rabbit is a mammal.,1,1,TT,and,BA,1,13.035538994671242,11.537853547315578,10.394977935114543
animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mammal.,The gorilla is a reptile.,1,0,TF,and,AB,0,15.243750144037348,-10.39558199202684,0.6576222404038159
animal_class,"animal_class::[""lion"",""walrus""]",The walrus is a mammal.,The lion is a mammal.,1,1,TT,or,BA,1,14.778866037262528,12.217659588339762,3.2298492261471807
inventors,"inventors::[""Igor Tamm"",""Willis Carrier""]",Willis Carrier lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,and,AB,0,5.769706660057528,-11.201197609687485,2.368281947544568
animal_class,"animal_class::[""gazelle"",""platypus""]",The platypus is a arachnid.,The gazelle is a reptile.,0,0,FF,and,AB,0,-10.667718387884333,-11.504315895893681,5.90121706089675
sp_en_trans,"sp_en_trans::[""hermana"",""huevo""]",The Spanish word 'huevo' means 'egg'.,The Spanish word 'hermana' means 'ten'.,1,0,TF,or,AB,1,8.225439140864061,-11.916789249686191,-8.531871459201875
sp_en_trans,"sp_en_trans::[""higo"",""ola""]",The Spanish word 'ola' means 'class'.,The Spanish word 'higo' means 'nothing'.,0,0,FF,and,AB,0,-9.730229751192448,-15.18139533680946,-0.3091813142395381
element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol N.,Copper has the symbol Cu.,1,1,TT,or,BA,1,7.422792306572902,8.986100737332958,5.464262731243997
inventors,"inventors::[""Godfrey Hounsfield"",""James Hargreaves""]",Godfrey Hounsfield lived in Germany.,James Hargreaves lived in the U.K.,0,1,FT,and,BA,0,-11.41321663596588,11.344077029532205,-5.8356008896263045
inventors,"inventors::[""John Ambrose Fleming"",""Marvin Camras""]",John Ambrose Fleming lived in the U.K.,Marvin Camras lived in the U.S.,1,1,TT,and,AB,1,5.47677078389938,8.629296108285896,7.480175429028446
animal_class,"animal_class::[""aardvark"",""dog""]",The aardvark is a insect.,The dog is a reptile.,0,0,FF,or,BA,0,-12.669496152858654,-12.725224850775282,2.9898526103057463
cities,"cities::[""Meizhou"",""San Pedro Sula""]",The city of San Pedro Sula is in Honduras.,The city of Meizhou is in Lebanon.,1,0,TF,and,BA,0,7.86929235221483,-11.005185371571896,3.4124388543167647
sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'lento' means 'cook'.,The Spanish word 'cabeza' means 'head'.,0,1,FT,or,AB,1,-12.392885094049378,6.7485605045847645,0.5610048722121252
animal_class,"animal_class::[""cassowary"",""skunk""]",The skunk is a insect.,The cassowary is a bird.,0,1,FT,or,BA,1,-13.856376543474271,12.365622124967565,0.7806418968225692
animal_class,"animal_class::[""lion"",""tortoise""]",The tortoise is a fish.,The lion is a cnidarian.,0,0,FF,or,BA,0,-12.261389226593872,-14.681495675364546,2.185891011889858
animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a mammal.,The hamster is a bird.,1,0,TF,and,AB,0,14.889767650096179,-12.958208640437894,0.19471284203565808
sp_en_trans,"sp_en_trans::[""caminar"",""nuevo""]",The Spanish word 'caminar' means 'to walk'.,The Spanish word 'nuevo' means 'new'.,1,1,TT,and,AB,1,11.556777908671194,9.076126825867819,6.872407880345735
sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'conectar' means 'to connect'.,The Spanish word 'clase' means 'twenty'.,1,0,TF,or,BA,1,9.666197697133958,-14.879120680342526,-2.4926480826523143
animal_class,"animal_class::[""bat"",""bison""]",The bison is a cnidarian.,The bat is a crustacean.,0,0,FF,or,BA,0,-13.9643169922403,-14.990076376867295,1.9207150612188908
cities,"cities::[""Kuala Lumpur"",""Pretoria""]",The city of Kuala Lumpur is in Côte d'Ivoire.,The city of Pretoria is in Mongolia.,0,0,FF,and,AB,0,-9.901527831065925,-12.459856801749106,2.200029531290352
animal_class,"animal_class::[""flamingo"",""seagull""]",The flamingo is a bird.,The seagull is a reptile.,1,0,TF,and,AB,0,12.77131777424792,-7.817619005947789,-2.5655515219708267
cities,"cities::[""Irbid"",""Reynosa""]",The city of Reynosa is in Mexico.,The city of Irbid is in Burkina Faso.,1,0,TF,or,AB,1,11.785650876560824,-9.14213659381611,0.7661603651546471
inventors,"inventors::[""Candace Pert"",""Clarence Birdseye""]",Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany.,0,0,FF,or,AB,0,-19.63160967367873,-10.440445477373965,1.6685647499104084
element_symb,"element_symb::[""Thulium"",""Zinc""]",Zinc has the symbol Ac.,Thulium has the symbol Tm.,0,1,FT,and,AB,0,-13.10632305387558,5.19692864468289,1.3152199038217223
animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a mammal.,The hummingbird is a bird.,1,1,TT,and,BA,1,9.402734058282967,8.67650955991027,14.3113247194659
cities,"cities::[""Port Harcourt"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in the Dominican Republic.,The city of Port Harcourt is in Malaysia.,1,0,TF,and,AB,0,10.342204063009685,-12.958352772770441,5.62641168863086
inventors,"inventors::[""Joseph Henry"",""Karl Benz""]",Karl Benz lived in Germany.,Joseph Henry lived in Scotland.,1,0,TF,or,BA,1,17.156525512697314,-3.4595944529274316,8.67933626881658
element_symb,"element_symb::[""Chromium"",""Selenium""]",Selenium has the symbol Se.,Chromium has the symbol Rb.,1,0,TF,or,AB,1,9.478466127572773,-13.405615067941591,-4.903367587119233
cities,"cities::[""Beijing"",""Kemerovo""]",The city of Beijing is in China.,The city of Kemerovo is in Tajikistan.,1,0,TF,and,AB,0,13.299025764983348,-7.069004192526966,6.198366483746469
sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,and,AB,1,11.404875764736577,8.190834524428634,4.920539948313864
element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Rb.,Radon has the symbol Rn.,0,1,FT,and,BA,0,-13.405615067941591,6.422782318543222,-11.231109432033792
sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'siete' means 'ice'.,The Spanish word 'oferta' means 'offer'.,0,1,FT,and,AB,0,-16.828483724328443,9.639413836894162,2.2559175718872035
sp_en_trans,"sp_en_trans::[""cabeza"",""lista""]",The Spanish word 'cabeza' means 'south'.,The Spanish word 'lista' means 'voice'.,0,0,FF,or,BA,0,-15.732964647557148,-11.700859285071326,-8.341398665481107
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Sweden.,The city of Khulna is in Nigeria.,0,0,FF,and,BA,0,-12.544639898055701,-14.410897604715691,-5.484973811886691
animal_class,"animal_class::[""hippopotamus"",""lobster""]",The lobster is a crustacean.,The hippopotamus is a mammal.,1,1,TT,or,AB,1,9.55124130273447,13.9737764322966,3.3342675311039
element_symb,"element_symb::[""Krypton"",""Scandium""]",Krypton has the symbol Kr.,Scandium has the symbol Sc.,1,1,TT,or,BA,1,6.649651492004597,9.081474521278238,4.357551064866184
animal_class,"animal_class::[""deer"",""raccoon""]",The raccoon is a bird.,The deer is a mammal.,0,1,FT,or,BA,1,-10.589295367062816,11.322547988273584,2.936192603257185
inventors,"inventors::[""George Washington Carver"",""Shinya Yamanaka""]",Shinya Yamanaka lived in Sweden.,George Washington Carver lived in the U.S.,0,1,FT,and,AB,0,-7.995101917969235,10.53616561242752,12.325629865260256
sp_en_trans,"sp_en_trans::[""abierto"",""guardar""]",The Spanish word 'abierto' means 'open'.,The Spanish word 'guardar' means 'to pass'.,1,0,TF,and,AB,0,10.495411820564387,-11.21876816524592,0.02624080788951133
animal_class,"animal_class::[""gorilla"",""jellyfish""]",The jellyfish is a mammal.,The gorilla is a reptile.,0,0,FF,or,AB,0,-9.166040481141637,-10.39558199202684,1.6217992490464752
animal_class,"animal_class::[""hedgehog"",""lion""]",The hedgehog is a fish.,The lion is a mammal.,0,1,FT,and,BA,0,-11.063886165962119,12.217659588339762,-2.1568960260954047
sp_en_trans,"sp_en_trans::[""leer"",""prueba""]",The Spanish word 'prueba' means 'test'.,The Spanish word 'leer' means 'to read'.,1,1,TT,or,BA,1,9.316450975179826,12.06543024071377,4.409483805003882
inventors,"inventors::[""Luther George Simjian"",""Richard Trevithick""]",Richard Trevithick lived in Hungary/the U.S.,Luther George Simjian lived in Turkey/the U.S.,0,1,FT,and,BA,0,-4.214627237616517,3.8694746085083125,4.441602119133812
sp_en_trans,"sp_en_trans::[""hielo"",""palabra""]",The Spanish word 'hielo' means 'life'.,The Spanish word 'palabra' means 'word'.,0,1,FT,and,AB,0,-17.842971296411207,9.44450792913475,2.433628091015203
animal_class,"animal_class::[""goldfish"",""hamster""]",The goldfish is a mollusk.,The hamster is a bird.,0,0,FF,and,AB,0,-14.336839567659412,-12.958208640437894,1.0576932254125904
sp_en_trans,"sp_en_trans::[""grupo"",""oveja""]",The Spanish word 'grupo' means 'group'.,The Spanish word 'oveja' means 'busy'.,1,0,TF,and,BA,0,7.4508362198169635,-9.68126616083399,3.4619964645603076
inventors,"inventors::[""John Gorrie"",""John Logie Baird""]",John Logie Baird lived in Switzerland.,John Gorrie lived in the U.S.,0,1,FT,and,BA,0,-14.61859683468729,6.087671720871219,3.3008478843596105
animal_class,"animal_class::[""chimpanzee"",""lion""]",The chimpanzee is a insect.,The lion is a mammal.,0,1,FT,and,AB,0,-9.522602607833113,12.217659588339762,3.6607989007600077
cities,"cities::[""Ashgabat"",""Dammam""]",The city of Ashgabat is in Turkmenistan.,The city of Dammam is in Saudi Arabia.,1,1,TT,or,AB,1,7.5368141942344895,12.002917468446459,1.7685303441572362
inventors,"inventors::[""Herbert Akroyd Stuart"",""Ralph H. Baer""]",Ralph H. Baer lived in Finland.,Herbert Akroyd Stuart lived in England.,0,1,FT,or,AB,1,-14.202485120334329,9.73121308984693,6.810144475747766
cities,"cities::[""Saratov"",""Stockholm""]",The city of Stockholm is in Sweden.,The city of Saratov is in Russia.,1,1,TT,and,BA,1,10.409862099218431,14.177150998479732,14.401267617873309
cities,"cities::[""Madurai"",""Tangier""]",The city of Tangier is in Nepal.,The city of Madurai is in India.,0,1,FT,and,BA,0,-15.413801705255883,11.81518719083908,4.798691676896772
animal_class,"animal_class::[""camel"",""seagull""]",The seagull is a bird.,The camel is a mammal.,1,1,TT,or,BA,1,8.52273546506181,11.362429296063494,4.398717656554227
inventors,"inventors::[""Charles Cros"",""James Clerk Maxwell""]",Charles Cros lived in the Netherlands.,James Clerk Maxwell lived in Sweden.,0,0,FF,and,BA,0,-9.826649970438597,-8.676510885918573,7.009327046737652
cities,"cities::[""Harbin"",""Sapporo""]",The city of Sapporo is in Japan.,The city of Harbin is in China.,1,1,TT,and,BA,1,7.0172159096699005,11.622527902514797,11.851288156297482
cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Shah Alam is in Peru.,The city of Jakarta is in Mongolia.,0,0,FF,or,BA,0,-14.52823399099472,-10.95051493413492,2.8136646569834083
