topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,score_and,score_or,delta_OR_AND,template_diff_token_index,template_only_connective_diff
element_symb,"element_symb::[""Gadolinium"",""Rhenium""]",Rhenium has the symbol Pb.,Gadolinium has the symbol Gd.,BA,FT,0,1,4376,2294,Gadolinium has the symbol Gd and Rhenium has the symbol Pb.,Gadolinium has the symbol Gd or Rhenium has the symbol Pb.,-4.748222589461401,-9.608683219918978,-4.8604606304575775,5,True
cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in Germany.,The city of Nagoya is in the Dominican Republic.,AB,FF,0,0,7114,2295,The city of Changshu is in Germany and the city of Nagoya is in the Dominican Republic.,The city of Changshu is in Germany or the city of Nagoya is in the Dominican Republic.,-4.887384889623629,3.856713768994693,8.744098658618322,7,True
element_symb,"element_symb::[""Argon"",""Beryllium""]",Argon has the symbol Pr.,Beryllium has the symbol V.,BA,FF,0,0,2297,2884,Beryllium has the symbol V and Argon has the symbol Pr.,Beryllium has the symbol V or Argon has the symbol Pr.,-6.198915224775082,-6.403963008195783,-0.20504778342070118,5,True
element_symb,"element_symb::[""Antimony"",""Zinc""]",Zinc has the symbol Ac.,Antimony has the symbol Sb.,AB,FT,0,1,7746,2298,Zinc has the symbol Ac and Antimony has the symbol Sb.,Zinc has the symbol Ac or Antimony has the symbol Sb.,1.8450489076621783,0.9656542449576212,-0.8793946627045571,5,True
element_symb,"element_symb::[""Lanthanum"",""Sulfur""]",Lanthanum has the symbol La.,Sulfur has the symbol S.,AB,TT,1,1,2299,4188,Lanthanum has the symbol La and Sulfur has the symbol S.,Lanthanum has the symbol La or Sulfur has the symbol S.,5.5773009522691215,2.592846751782587,-2.9844542004865344,5,True
sp_en_trans,"sp_en_trans::[""concha"",""papel""]",The Spanish word 'papel' means 'paper'.,The Spanish word 'concha' means 'giraffe'.,BA,TF,1,0,6098,2300,The Spanish word 'concha' means 'giraffe' and the Spanish word 'papel' means 'paper'.,The Spanish word 'concha' means 'giraffe' or the Spanish word 'papel' means 'paper'.,1.0275602770429986,-5.505587514747733,-6.533147791790731,6,True
animal_class,"animal_class::[""bat"",""bison""]",The bison is a mammal.,The bat is a mammal.,AB,TT,1,1,7442,2301,The bison is a mammal and the bat is a mammal.,The bison is a mammal or the bat is a mammal.,10.852601268770163,4.365816770578214,-6.486784498191949,5,True
cities,"cities::[""Algiers"",""Budapest""]",The city of Algiers is in Algeria.,The city of Budapest is in Armenia.,BA,TF,1,0,7234,2302,The city of Budapest is in Armenia and the city of Algiers is in Algeria.,The city of Budapest is in Armenia or the city of Algiers is in Algeria.,1.9551647936298089,4.913451897490058,2.9582871038602487,7,True
sp_en_trans,"sp_en_trans::[""caliente"",""pierna""]",The Spanish word 'caliente' means 'corner'.,The Spanish word 'pierna' means 'leg'.,AB,FT,0,1,2304,6061,The Spanish word 'caliente' means 'corner' and the Spanish word 'pierna' means 'leg'.,The Spanish word 'caliente' means 'corner' or the Spanish word 'pierna' means 'leg'.,2.771292915248308,-0.9513510545640872,-3.7226439698123954,6,True
cities,"cities::[""Irbid"",""Reynosa""]",The city of Reynosa is in Mexico.,The city of Irbid is in Jordan.,AB,TT,1,1,7590,2306,The city of Reynosa is in Mexico and the city of Irbid is in Jordan.,The city of Reynosa is in Mexico or the city of Irbid is in Jordan.,11.199206438044504,5.089490758944517,-6.109715679099987,7,True
cities,"cities::[""Acapulco de Juarez"",""Xiaogan""]",The city of Acapulco de Juarez is in Togo.,The city of Xiaogan is in Nigeria.,AB,FF,0,0,2307,3837,The city of Acapulco de Juarez is in Togo and the city of Xiaogan is in Nigeria.,The city of Acapulco de Juarez is in Togo or the city of Xiaogan is in Nigeria.,-1.5900081579223144,3.6196930703366017,5.209701228258917,9,True
sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'conectar' means 'to connect'.,The Spanish word 'clase' means 'class'.,BA,TT,1,1,5052,2308,The Spanish word 'clase' means 'class' and the Spanish word 'conectar' means 'to connect'.,The Spanish word 'clase' means 'class' or the Spanish word 'conectar' means 'to connect'.,10.458097990297787,4.879146286635937,-5.578951703661851,6,True
animal_class,"animal_class::[""camel"",""moose""]",The moose is a mammal.,The camel is a crustacean.,BA,TF,1,0,5049,2309,The camel is a crustacean and the moose is a mammal.,The camel is a crustacean or the moose is a mammal.,3.203188249295369,1.3556640522664472,-1.847524197028922,5,True
animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a mammal.,The hamster is a mammal.,AB,TT,1,1,2311,4355,The gorilla is a mammal and the hamster is a mammal.,The gorilla is a mammal or the hamster is a mammal.,11.6656570659737,4.791125631261927,-6.874531434711773,5,True
cities,"cities::[""Mianzhu, Deyang, Sichuan"",""Zibo""]","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in Turkmenistan.,AB,FF,0,0,2312,7199,"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan and the city of Zibo is in Turkmenistan.","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan or the city of Zibo is in Turkmenistan.",-3.5011872687039034,7.436955759848715,10.938143028552618,9,True
element_symb,"element_symb::[""Thallium"",""Zirconium""]",Thallium has the symbol Tl.,Zirconium has the symbol Ru.,BA,TF,1,0,7382,2313,Zirconium has the symbol Ru and Thallium has the symbol Tl.,Zirconium has the symbol Ru or Thallium has the symbol Tl.,-2.662115967134193,-1.5152291933055595,1.1468867738286337,5,True
element_symb,"element_symb::[""Chlorine"",""Platinum""]",Chlorine has the symbol Cl.,Platinum has the symbol Pt.,BA,TT,1,1,7673,2314,Platinum has the symbol Pt and Chlorine has the symbol Cl.,Platinum has the symbol Pt or Chlorine has the symbol Cl.,8.554936219423535,4.686424157129732,-3.868512062293803,5,True
animal_class,"animal_class::[""moose"",""raccoon""]",The moose is a reptile.,The raccoon is a mammal.,AB,FT,0,1,7250,2317,The moose is a reptile and the raccoon is a mammal.,The moose is a reptile or the raccoon is a mammal.,2.974089734430976,0.477286217739481,-2.496803516691495,5,True
sp_en_trans,"sp_en_trans::[""aceite"",""olor""]",The Spanish word 'olor' means 'fear'.,The Spanish word 'aceite' means 'son'.,BA,FF,0,0,2318,7432,The Spanish word 'aceite' means 'son' and the Spanish word 'olor' means 'fear'.,The Spanish word 'aceite' means 'son' or the Spanish word 'olor' means 'fear'.,-0.0711160537712007,-7.970403966708,-7.899287912936799,6,True
cities,"cities::[""Indianapolis"",""San Miguel de Tucuman""]",The city of San Miguel de Tucuman is in Argentina.,The city of Indianapolis is in the United States.,BA,TT,1,1,5051,2319,The city of Indianapolis is in the United States and the city of San Miguel de Tucuman is in Argentina.,The city of Indianapolis is in the United States or the city of San Miguel de Tucuman is in Argentina.,15.166863519275738,5.705118480994213,-9.461745038281524,9,True
animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a bird.,The seagull is a reptile.,AB,FF,0,0,2320,7361,The raccoon is a bird and the seagull is a reptile.,The raccoon is a bird or the seagull is a reptile.,-4.8860340651333605,2.1916753175055703,7.077709382638931,5,True
animal_class,"animal_class::[""goldfish"",""hamster""]",The goldfish is a fish.,The hamster is a mammal.,AB,TT,1,1,3062,2321,The goldfish is a fish and the hamster is a mammal.,The goldfish is a fish or the hamster is a mammal.,13.29093990848546,4.537038435948621,-8.753901472536839,5,True
element_symb,"element_symb::[""Antimony"",""Praseodymium""]",Antimony has the symbol Ca.,Praseodymium has the symbol I.,AB,FF,0,0,3372,2323,Antimony has the symbol Ca and Praseodymium has the symbol I.,Antimony has the symbol Ca or Praseodymium has the symbol I.,-7.919517964594723,-10.363809086633312,-2.444291122038589,5,True
cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Italy.,The city of Qujing is in China.,AB,FT,0,1,5493,2325,The city of Ufa is in Italy and the city of Qujing is in China.,The city of Ufa is in Italy or the city of Qujing is in China.,2.175171489211511,1.9604202147390613,-0.2147512744724498,7,True
animal_class,"animal_class::[""camel"",""seagull""]",The seagull is a reptile.,The camel is a crustacean.,AB,FF,0,0,5436,2326,The seagull is a reptile and the camel is a crustacean.,The seagull is a reptile or the camel is a crustacean.,-1.898298522322067,2.6037601552434744,4.502058677565541,5,True
sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'invierno' means 'family'.,The Spanish word 'mar' means 'sea'.,AB,FT,0,1,2327,3924,The Spanish word 'invierno' means 'family' and the Spanish word 'mar' means 'sea'.,The Spanish word 'invierno' means 'family' or the Spanish word 'mar' means 'sea'.,-1.1376820294341332,-0.1646623332338794,0.9730196962002537,6,True
inventors,"inventors::[""Alexander Graham Bell"",""Maria Telkes""]",Alexander Graham Bell lived in Turkey/the U.S.,Maria Telkes lived in Hungary/the U.S.,BA,FT,0,1,7149,2328,Maria Telkes lived in Hungary/the U.S and Alexander Graham Bell lived in Turkey/the U.S.,Maria Telkes lived in Hungary/the U.S or Alexander Graham Bell lived in Turkey/the U.S.,8.61195268947528,4.704710525227821,-3.9072421642474584,6,True
inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",William Kelly lived in the U.S.,John Callcott Horsley lived in India.,BA,TF,1,0,2332,6379,John Callcott Horsley lived in India and William Kelly lived in the U.S.,John Callcott Horsley lived in India or William Kelly lived in the U.S.,13.098123371182211,9.109071918117246,-3.989051453064965,6,True
element_symb,"element_symb::[""Thallium"",""Zirconium""]",Thallium has the symbol Fe.,Zirconium has the symbol Zr.,AB,FT,0,1,2333,7920,Thallium has the symbol Fe and Zirconium has the symbol Zr.,Thallium has the symbol Fe or Zirconium has the symbol Zr.,-5.133710089468517,-5.6401152200402755,-0.5064051305717587,5,True
inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in India.,Joseph Glidden lived in China.,AB,TF,1,0,2334,4985,Narinder Singh Kapany lived in India and Joseph Glidden lived in China.,Narinder Singh Kapany lived in India or Joseph Glidden lived in China.,3.8270296470723313,4.556370052156542,0.7293404050842103,6,True
sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'family'.,BA,FT,0,1,2336,5662,The Spanish word 'familia' means 'family' and the Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'family' or the Spanish word 'vender' means 'son'.,-5.580603922385558,-6.9869940797168635,-1.4063901573313053,6,True
cities,"cities::[""Kampala"",""Wenzhou""]",The city of Kampala is in Afghanistan.,The city of Wenzhou is in China.,AB,FT,0,1,7177,2339,The city of Kampala is in Afghanistan and the city of Wenzhou is in China.,The city of Kampala is in Afghanistan or the city of Wenzhou is in China.,3.1519758985782484,0.7543327110122506,-2.397643187565998,7,True
element_symb,"element_symb::[""Cobalt"",""Phosphorus""]",Phosphorus has the symbol P.,Cobalt has the symbol H.,BA,TF,1,0,2341,5106,Cobalt has the symbol H and Phosphorus has the symbol P.,Cobalt has the symbol H or Phosphorus has the symbol P.,-2.935747999673364,2.5021781227009887,5.437926122374353,5,True
inventors,"inventors::[""Igor Tamm"",""Ralph H. Baer""]",Igor Tamm lived in Denmark.,Ralph H. Baer lived in Finland.,BA,FF,0,0,2344,2750,Ralph H. Baer lived in Finland and Igor Tamm lived in Denmark.,Ralph H. Baer lived in Finland or Igor Tamm lived in Denmark.,5.225821460806497,4.82040215730967,-0.405419303496827,6,True
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Tl.,Oxygen has the symbol Zn.,BA,FF,0,0,5275,2345,Oxygen has the symbol Zn and Bismuth has the symbol Tl.,Oxygen has the symbol Zn or Bismuth has the symbol Tl.,-7.502810546662255,-6.071496190829027,1.4313143558332282,5,True
cities,"cities::[""Nagoya"",""Siping""]",The city of Siping is in the United States.,The city of Nagoya is in the Dominican Republic.,AB,FF,0,0,6618,2346,The city of Siping is in the United States and the city of Nagoya is in the Dominican Republic.,The city of Siping is in the United States or the city of Nagoya is in the Dominican Republic.,-3.3003513368188617,5.003561996007255,8.303913332826117,9,True
animal_class,"animal_class::[""gorilla"",""jellyfish""]",The jellyfish is a mammal.,The gorilla is a reptile.,AB,FF,0,0,2348,3716,The jellyfish is a mammal and the gorilla is a reptile.,The jellyfish is a mammal or the gorilla is a reptile.,-1.6653288388133607,1.6217992490464752,3.287128087859836,5,True
sp_en_trans,"sp_en_trans::[""bosque"",""huevo""]",The Spanish word 'bosque' means 'forest'.,The Spanish word 'huevo' means 'sister'.,BA,TF,1,0,2349,6849,The Spanish word 'huevo' means 'sister' and the Spanish word 'bosque' means 'forest'.,The Spanish word 'huevo' means 'sister' or the Spanish word 'bosque' means 'forest'.,4.211057246096934,-2.4165931807611365,-6.627650426858071,6,True
inventors,"inventors::[""John Atanasoff"",""Nils Bohlin""]",John Atanasoff lived in the U.S.,Nils Bohlin lived in the U.S.,AB,TF,1,0,7134,2351,John Atanasoff lived in the U.S and Nils Bohlin lived in the U.S.,John Atanasoff lived in the U.S or Nils Bohlin lived in the U.S.,10.746245691855597,5.6770947612921585,-5.069150930563438,6,True
sp_en_trans,"sp_en_trans::[""familia"",""lento""]",The Spanish word 'familia' means 'dog'.,The Spanish word 'lento' means 'cook'.,AB,FF,0,0,2353,3462,The Spanish word 'familia' means 'dog' and the Spanish word 'lento' means 'cook'.,The Spanish word 'familia' means 'dog' or the Spanish word 'lento' means 'cook'.,2.46340012787463,-4.817828428272952,-7.281228556147582,6,True
inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in England.,BA,TF,1,0,2354,6596,Hans von Ohain lived in England and Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in England or Reginald Fessenden lived in Canada/the U.S.,3.982191759057441,-2.120893085835428,-6.103084844892869,6,True
element_symb,"element_symb::[""Aluminum"",""Zirconium""]",Zirconium has the symbol Ru.,Aluminum has the symbol C.,AB,FF,0,0,2355,7467,Zirconium has the symbol Ru and Aluminum has the symbol C.,Zirconium has the symbol Ru or Aluminum has the symbol C.,-9.247687456339102,-8.210571586947362,1.0371158693917408,5,True
animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mammal.,The gorilla is a mammal.,AB,TT,1,1,2450,2356,The llama is a mammal and the gorilla is a mammal.,The llama is a mammal or the gorilla is a mammal.,10.972360324216318,4.134414220000374,-6.837946104215944,5,True
cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in China.,The city of Nagoya is in Japan.,BA,TT,1,1,2357,6076,The city of Nagoya is in Japan and the city of Changshu is in China.,The city of Nagoya is in Japan or the city of Changshu is in China.,9.675187713457907,2.654527215439737,-7.02066049801817,7,True
inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Finland.,Alan Turing lived in Japan.,BA,FF,0,0,5610,2358,Alan Turing lived in Japan and James Watt lived in Finland.,Alan Turing lived in Japan or James Watt lived in Finland.,5.508001938104484,1.7630150695288354,-3.7449868685756487,5,True
sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'caer' means 'sun'.,The Spanish word 'rey' means 'king'.,BA,FT,0,1,2359,3082,The Spanish word 'rey' means 'king' and the Spanish word 'caer' means 'sun'.,The Spanish word 'rey' means 'king' or the Spanish word 'caer' means 'sun'.,0.2504640065544716,-4.218167897879303,-4.468631904433774,6,True
inventors,"inventors::[""James Clerk Maxwell"",""Sir Humphry Davy""]",James Clerk Maxwell lived in Sweden.,Sir Humphry Davy lived in Austria.,AB,FF,0,0,5185,2360,James Clerk Maxwell lived in Sweden and Sir Humphry Davy lived in Austria.,James Clerk Maxwell lived in Sweden or Sir Humphry Davy lived in Austria.,1.921397461786567,4.182507040005447,2.26110957821888,6,True
animal_class,"animal_class::[""horse"",""walrus""]",The horse is a fish.,The walrus is a mammal.,BA,FT,0,1,2361,6197,The walrus is a mammal and the horse is a fish.,The walrus is a mammal or the horse is a fish.,-5.163072856311302,0.846772700695201,6.0098455570065035,5,True
cities,"cities::[""Kleinzschocher"",""Xiangtan""]",The city of Xiangtan is in China.,The city of Kleinzschocher is in China.,BA,TF,1,0,2362,7611,The city of Kleinzschocher is in China and the city of Xiangtan is in China.,The city of Kleinzschocher is in China or the city of Xiangtan is in China.,10.506887350576008,3.607910334004994,-6.898977016571014,7,True
cities,"cities::[""Klang"",""Paranaque City""]",The city of Paranaque City is in Italy.,The city of Klang is in South Africa.,AB,FF,0,0,2363,7267,The city of Paranaque City is in Italy and the city of Klang is in South Africa.,The city of Paranaque City is in Italy or the city of Klang is in South Africa.,-2.667521367251007,2.2401029613659498,4.907624328616957,8,True
