statement,topic,n,condition,n_true,n_false,compound_label,conjuncts,labels
The koala is a mammal and the alpaca is a mammal and the slug is a mollusk and the skunk is a mammal.,animal_class,4,all_true,4,0,1,"[""The koala is a mammal."", ""The alpaca is a mammal."", ""The slug is a mollusk."", ""The skunk is a mammal.""]","[1, 1, 1, 1]"
The Spanish word 'mujer' means 'woman' and the Spanish word 'sencilla' means 'to draw' and the Spanish word 'ejemplo' means 'example'.,sp_en_trans,3,dilute_1false,2,1,0,"[""The Spanish word 'mujer' means 'woman'."", ""The Spanish word 'sencilla' means 'to draw'."", ""The Spanish word 'ejemplo' means 'example'.""]","[1, 0, 1]"
The zebra is a mammal and the porcupine is a mammal and the otter is a mammal.,animal_class,3,all_true,3,0,1,"[""The zebra is a mammal."", ""The porcupine is a mammal."", ""The otter is a mammal.""]","[1, 1, 1]"
The cow is a mammal and the shark is a fish and the goldfish is a fish and the whale is a mammal.,animal_class,4,all_true,4,0,1,"[""The cow is a mammal."", ""The shark is a fish."", ""The goldfish is a fish."", ""The whale is a mammal.""]","[1, 1, 1, 1]"
Joseph Swan lived in Hungary/the U.S and Orville and Wilbur Wright lived in China.,inventors,2,all_false,0,2,0,"[""Joseph Swan lived in Hungary/the U.S."", ""Orville and Wilbur Wright lived in China.""]","[0, 0]"
Josephine Cochrane lived in the U.S and Alessandro Volta lived in Italy and Charles Tellier lived in France and John Atanasoff lived in the U.S and Marie Curie lived in Poland/France and Luther Simjian lived in Turkey/the U.S.,inventors,6,all_true,6,0,1,"[""Josephine Cochrane lived in the U.S."", ""Alessandro Volta lived in Italy."", ""Charles Tellier lived in France."", ""John Atanasoff lived in the U.S."", ""Marie Curie lived in Poland/France."", ""Luther Simjian lived in Turkey/the U.S.""]","[1, 1, 1, 1, 1, 1]"
The Spanish word 'cuello' means 'neck' and the Spanish word 'piedra' means 'mouth'.,sp_en_trans,2,dilute_1false,1,1,0,"[""The Spanish word 'cuello' means 'neck'."", ""The Spanish word 'piedra' means 'mouth'.""]","[1, 0]"
Rudolf Kálmán lived in Hungary and R. Buckminster Fuller lived in the U.S.,inventors,2,all_true,2,0,1,"[""Rudolf K\u00e1lm\u00e1n lived in Hungary."", ""R. Buckminster Fuller lived in the U.S.""]","[1, 1]"
Platinum has the symbol Pt and Phosphorus has the symbol P.,element_symb,2,all_true,2,0,1,"[""Platinum has the symbol Pt."", ""Phosphorus has the symbol P.""]","[1, 1]"
The deer is a reptile and the seahorse is a reptile.,animal_class,2,all_false,0,2,0,"[""The deer is a reptile."", ""The seahorse is a reptile.""]","[0, 0]"
The hamster is a bird and the pigeon is a amphibian.,animal_class,2,all_false,0,2,0,"[""The hamster is a bird."", ""The pigeon is a amphibian.""]","[0, 0]"
Frank Julian Sprague lived in Norway and Ami Argand lived in China and Alexander Fleming lived in Italy and William Congreve lived in Italy.,inventors,4,all_false,0,4,0,"[""Frank Julian Sprague lived in Norway."", ""Ami Argand lived in China."", ""Alexander Fleming lived in Italy."", ""William Congreve lived in Italy.""]","[0, 0, 0, 0]"
The city of Iztapalapa is in Kyrgyzstan and the city of Weifang is in Mozambique and the city of Kermanshah is in Madagascar.,cities,3,all_false,0,3,0,"[""The city of Iztapalapa is in Kyrgyzstan."", ""The city of Weifang is in Mozambique."", ""The city of Kermanshah is in Madagascar.""]","[0, 0, 0]"
Silver has the symbol Ag and Hydrogen has the symbol H.,element_symb,2,all_true,2,0,1,"[""Silver has the symbol Ag."", ""Hydrogen has the symbol H.""]","[1, 1]"
Mercury has the symbol Hg and Argon has the symbol Ar and Polonium has the symbol Po and Arsenic has the symbol As.,element_symb,4,all_true,4,0,1,"[""Mercury has the symbol Hg."", ""Argon has the symbol Ar."", ""Polonium has the symbol Po."", ""Arsenic has the symbol As.""]","[1, 1, 1, 1]"
The city of Antalya is in Zambia and the city of Dushanbe is in Mexico.,cities,2,all_false,0,2,0,"[""The city of Antalya is in Zambia."", ""The city of Dushanbe is in Mexico.""]","[0, 0]"
Frank Julian Sprague lived in the U.S and George Antheil lived in the U.S and Otis Boykin lived in the U.S and Joseph Marie Jacquard lived in the U.K.,inventors,4,dilute_1false,3,1,0,"[""Frank Julian Sprague lived in the U.S."", ""George Antheil lived in the U.S."", ""Otis Boykin lived in the U.S."", ""Joseph Marie Jacquard lived in the U.K.""]","[1, 1, 1, 0]"
The Spanish word 'rey' means 'to pass' and the Spanish word 'semilla' means 'bear' and the Spanish word 'dibujar' means 'squid'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'rey' means 'to pass'."", ""The Spanish word 'semilla' means 'bear'."", ""The Spanish word 'dibujar' means 'squid'.""]","[0, 0, 0]"
The Spanish word 'mujer' means 'enough' and the Spanish word 'multiplicar' means 'open' and the Spanish word 'diccionario' means 'simple' and the Spanish word 'demasiado' means 'and' and the Spanish word 'vida' means 'rock' and the Spanish word 'fuego' means 'woman'.,sp_en_trans,6,all_false,0,6,0,"[""The Spanish word 'mujer' means 'enough'."", ""The Spanish word 'multiplicar' means 'open'."", ""The Spanish word 'diccionario' means 'simple'."", ""The Spanish word 'demasiado' means 'and'."", ""The Spanish word 'vida' means 'rock'."", ""The Spanish word 'fuego' means 'woman'.""]","[0, 0, 0, 0, 0, 0]"
The city of Homs is in Syria and the city of San Miguel de Tucuman is in Argentina.,cities,2,all_true,2,0,1,"[""The city of Homs is in Syria."", ""The city of San Miguel de Tucuman is in Argentina.""]","[1, 1]"
The Spanish word 'escuela' means 'school' and the Spanish word 'hueso' means 'bone' and the Spanish word 'mientras' means 'while' and the Spanish word 'libre' means 'soldier'.,sp_en_trans,4,dilute_1false,3,1,0,"[""The Spanish word 'escuela' means 'school'."", ""The Spanish word 'hueso' means 'bone'."", ""The Spanish word 'mientras' means 'while'."", ""The Spanish word 'libre' means 'soldier'.""]","[1, 1, 1, 0]"
Bette Nesmith Graham lived in Austria/the U.S and Benjamin Franklin lived in Hungary/the U.S.,inventors,2,all_false,0,2,0,"[""Bette Nesmith Graham lived in Austria/the U.S."", ""Benjamin Franklin lived in Hungary/the U.S.""]","[0, 0]"
The city of Zhangjiagang is in China and the city of Changshu is in China and the city of Pikine is in Senegal and the city of Bayannur is in China and the city of Narela is in India and the city of Baghdad is in Iraq.,cities,6,all_true,6,0,1,"[""The city of Zhangjiagang is in China."", ""The city of Changshu is in China."", ""The city of Pikine is in Senegal."", ""The city of Bayannur is in China."", ""The city of Narela is in India."", ""The city of Baghdad is in Iraq.""]","[1, 1, 1, 1, 1, 1]"
Rudolf Diesel lived in Poland/Germany and Elisha Otis lived in Ukraine/the U.S and Orville and Wilbur Wright lived in China.,inventors,3,all_false,0,3,0,"[""Rudolf Diesel lived in Poland/Germany."", ""Elisha Otis lived in Ukraine/the U.S."", ""Orville and Wilbur Wright lived in China.""]","[0, 0, 0]"
Alfred Nobel lived in Sweden and Leonardo da Vinci lived in Italy and Blaise Pascal lived in France and Chester Carlson lived in the U.S and Yoshiro Nakamatsu lived in Japan and James Dyson lived in the U.K.,inventors,6,all_true,6,0,1,"[""Alfred Nobel lived in Sweden."", ""Leonardo da Vinci lived in Italy."", ""Blaise Pascal lived in France."", ""Chester Carlson lived in the U.S."", ""Yoshiro Nakamatsu lived in Japan."", ""James Dyson lived in the U.K.""]","[1, 1, 1, 1, 1, 1]"
Gallium has the symbol Ga and Yttrium has the symbol Y.,element_symb,2,all_true,2,0,1,"[""Gallium has the symbol Ga."", ""Yttrium has the symbol Y.""]","[1, 1]"
Titanium has the symbol Ti and Chlorine has the symbol Cl and Actinium has the symbol Ac and Vanadium has the symbol V and Sodium has the symbol Na and Francium has the symbol Fr.,element_symb,6,all_true,6,0,1,"[""Titanium has the symbol Ti."", ""Chlorine has the symbol Cl."", ""Actinium has the symbol Ac."", ""Vanadium has the symbol V."", ""Sodium has the symbol Na."", ""Francium has the symbol Fr.""]","[1, 1, 1, 1, 1, 1]"
The city of Liuzhou is in China and the city of Surakarta is in Indonesia and the city of Deyang is in China and the city of Bahcelievler is in Turkey and the city of Reynosa is in Mexico and the city of Culiacan is in Mexico.,cities,6,all_true,6,0,1,"[""The city of Liuzhou is in China."", ""The city of Surakarta is in Indonesia."", ""The city of Deyang is in China."", ""The city of Bahcelievler is in Turkey."", ""The city of Reynosa is in Mexico."", ""The city of Culiacan is in Mexico.""]","[1, 1, 1, 1, 1, 1]"
Niobium has the symbol Nb and Platinum has the symbol Pt and Neon has the symbol Ne and Sodium has the symbol Na and Terbium has the symbol Tb and Neptunium has the symbol Np.,element_symb,6,all_true,6,0,1,"[""Niobium has the symbol Nb."", ""Platinum has the symbol Pt."", ""Neon has the symbol Ne."", ""Sodium has the symbol Na."", ""Terbium has the symbol Tb."", ""Neptunium has the symbol Np.""]","[1, 1, 1, 1, 1, 1]"
John Atanasoff lived in the U.S and Bette Nesmith Graham lived in Austria/the U.S.,inventors,2,dilute_1false,1,1,0,"[""John Atanasoff lived in the U.S."", ""Bette Nesmith Graham lived in Austria/the U.S.""]","[1, 0]"
Ralph Benjamin lived in the U.K and Joseph Swan lived in the U.K.,inventors,2,all_true,2,0,1,"[""Ralph Benjamin lived in the U.K."", ""Joseph Swan lived in the U.K.""]","[1, 1]"
Herbert Akroyd Stuart lived in England and Carl Sontheimer lived in the U.S and Philo Farnsworth lived in the U.S and Henri Giffard lived in Denmark and Daniel Fahrenheit lived in Poland/Germany and John Kay lived in the U.K.,inventors,6,dilute_1false,5,1,0,"[""Herbert Akroyd Stuart lived in England."", ""Carl Sontheimer lived in the U.S."", ""Philo Farnsworth lived in the U.S."", ""Henri Giffard lived in Denmark."", ""Daniel Fahrenheit lived in Poland/Germany."", ""John Kay lived in the U.K.""]","[1, 1, 1, 0, 1, 1]"
The Spanish word 'brazo' means 'winter' and the Spanish word 'calamar' means 'squid' and the Spanish word 'industria' means 'industry' and the Spanish word 'boca' means 'mouth'.,sp_en_trans,4,dilute_1false,3,1,0,"[""The Spanish word 'brazo' means 'winter'."", ""The Spanish word 'calamar' means 'squid'."", ""The Spanish word 'industria' means 'industry'."", ""The Spanish word 'boca' means 'mouth'.""]","[0, 1, 1, 1]"
The city of Jabalpur is in India and the city of Detroit is in the United States and the city of Novokuznetsk is in Russia and the city of Panshan is in the Philippines and the city of Surakarta is in Indonesia and the city of Nanded is in India.,cities,6,dilute_1false,5,1,0,"[""The city of Jabalpur is in India."", ""The city of Detroit is in the United States."", ""The city of Novokuznetsk is in Russia."", ""The city of Panshan is in the Philippines."", ""The city of Surakarta is in Indonesia."", ""The city of Nanded is in India.""]","[1, 1, 1, 0, 1, 1]"
The Spanish word 'boca' means 'person' and the Spanish word 'oso' means 'sister' and the Spanish word 'papel' means 'neck' and the Spanish word 'lento' means 'cook'.,sp_en_trans,4,all_false,0,4,0,"[""The Spanish word 'boca' means 'person'."", ""The Spanish word 'oso' means 'sister'."", ""The Spanish word 'papel' means 'neck'."", ""The Spanish word 'lento' means 'cook'.""]","[0, 0, 0, 0]"
The dog is a mammal and the vulture is a mollusk and the rabbit is a mammal.,animal_class,3,dilute_1false,2,1,0,"[""The dog is a mammal."", ""The vulture is a mollusk."", ""The rabbit is a mammal.""]","[1, 0, 1]"
The Spanish word 'cuerpo' means 'winter' and the Spanish word 'amigo' means 'enough' and the Spanish word 'mujer' means 'enough' and the Spanish word 'delgado' means 'history'.,sp_en_trans,4,all_false,0,4,0,"[""The Spanish word 'cuerpo' means 'winter'."", ""The Spanish word 'amigo' means 'enough'."", ""The Spanish word 'mujer' means 'enough'."", ""The Spanish word 'delgado' means 'history'.""]","[0, 0, 0, 0]"
Manganese has the symbol Mn and Nickel has the symbol Os.,element_symb,2,dilute_1false,1,1,0,"[""Manganese has the symbol Mn."", ""Nickel has the symbol Os.""]","[1, 0]"
Promethium has the symbol Pm and Manganese has the symbol Mn and Copper has the symbol Cu and Tungsten has the symbol W and Iodine has the symbol I and Osmium has the symbol P.,element_symb,6,dilute_1false,5,1,0,"[""Promethium has the symbol Pm."", ""Manganese has the symbol Mn."", ""Copper has the symbol Cu."", ""Tungsten has the symbol W."", ""Iodine has the symbol I."", ""Osmium has the symbol P.""]","[1, 1, 1, 1, 1, 0]"
The Spanish word 'tener' means 'to have' and the Spanish word 'lista' means 'list' and the Spanish word 'ala' means 'wing' and the Spanish word 'aceite' means 'oil' and the Spanish word 'hombro' means 'shoulder' and the Spanish word 'amigo' means 'friend'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'tener' means 'to have'."", ""The Spanish word 'lista' means 'list'."", ""The Spanish word 'ala' means 'wing'."", ""The Spanish word 'aceite' means 'oil'."", ""The Spanish word 'hombro' means 'shoulder'."", ""The Spanish word 'amigo' means 'friend'.""]","[1, 1, 1, 1, 1, 1]"
The city of Novosibirsk is in Russia and the city of Jabalpur is in India and the city of Budapest is in Armenia and the city of Pingdingshan is in China.,cities,4,dilute_1false,3,1,0,"[""The city of Novosibirsk is in Russia."", ""The city of Jabalpur is in India."", ""The city of Budapest is in Armenia."", ""The city of Pingdingshan is in China.""]","[1, 1, 0, 1]"
The city of Qiqihar is in Poland and the city of Orumiyeh is in the Democratic Republic of the Congo and the city of Makati City is in Russia and the city of Ebute Ikorodu is in Mauritania.,cities,4,all_false,0,4,0,"[""The city of Qiqihar is in Poland."", ""The city of Orumiyeh is in the Democratic Republic of the Congo."", ""The city of Makati City is in Russia."", ""The city of Ebute Ikorodu is in Mauritania.""]","[0, 0, 0, 0]"
Edwin Herbert Hall lived in the U.S and Gordon Gould lived in the U.S and Sir Frank Whittle lived in the U.K and Yoshiro Nakamatsu lived in Japan and Florence Parpart lived in the U.S and Joseph Glidden lived in the U.S.,inventors,6,all_true,6,0,1,"[""Edwin Herbert Hall lived in the U.S."", ""Gordon Gould lived in the U.S."", ""Sir Frank Whittle lived in the U.K."", ""Yoshiro Nakamatsu lived in Japan."", ""Florence Parpart lived in the U.S."", ""Joseph Glidden lived in the U.S.""]","[1, 1, 1, 1, 1, 1]"
The Spanish word 'espalda' means 'back' and the Spanish word 'listo' means 'fig' and the Spanish word 'lugar' means 'place' and the Spanish word 'clase' means 'class' and the Spanish word 'tres' means 'three' and the Spanish word 'siete' means 'seven'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'espalda' means 'back'."", ""The Spanish word 'listo' means 'fig'."", ""The Spanish word 'lugar' means 'place'."", ""The Spanish word 'clase' means 'class'."", ""The Spanish word 'tres' means 'three'."", ""The Spanish word 'siete' means 'seven'.""]","[1, 0, 1, 1, 1, 1]"
Uranium has the symbol Hg and Calcium has the symbol B.,element_symb,2,all_false,0,2,0,"[""Uranium has the symbol Hg."", ""Calcium has the symbol B.""]","[0, 0]"
The goldfish is a mollusk and the whale is a amphibian and the dog is a reptile and the tarantula is a bird and the octopus is a crustacean and the vulture is a mollusk.,animal_class,6,all_false,0,6,0,"[""The goldfish is a mollusk."", ""The whale is a amphibian."", ""The dog is a reptile."", ""The tarantula is a bird."", ""The octopus is a crustacean."", ""The vulture is a mollusk.""]","[0, 0, 0, 0, 0, 0]"
The cow is a mammal and the camel is a crustacean and the lobster is a crustacean.,animal_class,3,dilute_1false,2,1,0,"[""The cow is a mammal."", ""The camel is a crustacean."", ""The lobster is a crustacean.""]","[1, 0, 1]"
Radium has the symbol Ra and Xenon has the symbol Xe and Gadolinium has the symbol Gd and Dysprosium has the symbol Dy.,element_symb,4,all_true,4,0,1,"[""Radium has the symbol Ra."", ""Xenon has the symbol Xe."", ""Gadolinium has the symbol Gd."", ""Dysprosium has the symbol Dy.""]","[1, 1, 1, 1]"
The city of Pimpri is in India and the city of Mombasa is in Kenya and the city of Wuhan is in China.,cities,3,all_true,3,0,1,"[""The city of Pimpri is in India."", ""The city of Mombasa is in Kenya."", ""The city of Wuhan is in China.""]","[1, 1, 1]"
The tarantula is a bird and the swan is a cnidarian.,animal_class,2,all_false,0,2,0,"[""The tarantula is a bird."", ""The swan is a cnidarian.""]","[0, 0]"
