statement,topic,truth_label,entity,dedup_identity,source_r1_row_indices,source_r1_conjunct_refs,n_r1_rows,n_r1_conjunct_occurrences,absence_reason
Georges Claude lived in Sweden/the U.S.,inventors,0,Georges Claude,inventors::Georges Claude lived in Sweden/the U.S.,"[34, 203, 2893, 2902, 3664, 3790, 4166, 4253, 4655, 4952, 5204, 5334, 5634, 6445, 6492, 7357]","[""34:B"", ""203:B"", ""2893:B"", ""2902:B"", ""3664:B"", ""3790:B"", ""4166:B"", ""4253:B"", ""4655:B"", ""4952:B"", ""5204:B"", ""5334:B"", ""5634:B"", ""6445:B"", ""6492:B"", ""7357:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Gideon Sundback lived in Poland/Germany.,inventors,0,Gideon Sundback,inventors::Gideon Sundback lived in Poland/Germany.,"[437, 3226, 3607, 4110, 5328, 5590, 5632, 7475]","[""437:B"", ""3226:B"", ""3607:B"", ""4110:B"", ""5328:B"", ""5590:B"", ""5632:B"", ""7475:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Godfrey Hounsfield lived in Germany.,inventors,0,Godfrey Hounsfield,inventors::Godfrey Hounsfield lived in Germany.,"[867, 978, 1916, 2186, 2444, 2827, 2926, 3179, 3585, 3685, 4121, 5244, 5846, 6531, 7289, 7791]","[""867:A"", ""978:B"", ""1916:B"", ""2186:B"", ""2444:A"", ""2827:A"", ""2926:B"", ""3179:A"", ""3585:A"", ""3685:A"", ""4121:B"", ""5244:B"", ""5846:A"", ""6531:A"", ""7289:B"", ""7791:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Grace Hopper lived in Poland/France.,inventors,0,Grace Hopper,inventors::Grace Hopper lived in Poland/France.,"[3607, 4110, 4576, 4616, 5207, 5328, 6475, 7475]","[""3607:A"", ""4110:A"", ""4576:A"", ""4616:A"", ""5207:A"", ""5328:A"", ""6475:A"", ""7475:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Guglielmo Marconi lived in Japan.,inventors,0,Guglielmo Marconi,inventors::Guglielmo Marconi lived in Japan.,"[404, 1451, 2666, 5286, 5791, 6479, 6742, 7244]","[""404:B"", ""1451:B"", ""2666:B"", ""5286:B"", ""5791:B"", ""6479:B"", ""6742:B"", ""7244:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Hans Geiger lived in Finland.,inventors,0,Hans Geiger,inventors::Hans Geiger lived in Finland.,"[970, 1025, 1532, 2383, 2642, 3028, 3260, 4084, 6121, 6518, 6594, 6801, 7004, 7125, 7146, 7915]","[""970:B"", ""1025:B"", ""1532:B"", ""2383:B"", ""2642:B"", ""3028:B"", ""3260:B"", ""4084:B"", ""6121:B"", ""6518:B"", ""6594:B"", ""6801:B"", ""7004:B"", ""7125:B"", ""7146:B"", ""7915:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Hans Goldschmidt lived in Russia.,inventors,0,Hans Goldschmidt,inventors::Hans Goldschmidt lived in Russia.,"[790, 1672, 1706, 2335, 2917, 3403, 3486, 3665, 4260, 4521, 4592, 4619, 4995, 6273, 6444, 7318]","[""790:B"", ""1672:A"", ""1706:A"", ""2335:B"", ""2917:B"", ""3403:B"", ""3486:A"", ""3665:B"", ""4260:B"", ""4521:A"", ""4592:B"", ""4619:A"", ""4995:A"", ""6273:B"", ""6444:A"", ""7318:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Hans Oersted lived in Finland.,inventors,0,Hans Oersted,inventors::Hans Oersted lived in Finland.,"[1740, 2776, 2934, 3114, 4953, 6264, 7009, 7868]","[""1740:B"", ""2776:B"", ""2934:B"", ""3114:B"", ""4953:B"", ""6264:B"", ""7009:B"", ""7868:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Hans von Ohain lived in England.,inventors,0,Hans von Ohain,inventors::Hans von Ohain lived in England.,"[438, 503, 542, 1002, 1464, 1503, 1945, 2089, 2354, 2471, 2966, 4056, 4302, 5014, 5162, 5473, 5573, 6147, 6596, 6815, 6996, 7557, 7823, 7899]","[""438:B"", ""503:B"", ""542:B"", ""1002:B"", ""1464:B"", ""1503:B"", ""1945:B"", ""2089:B"", ""2354:B"", ""2471:B"", ""2966:B"", ""4056:B"", ""4302:B"", ""5014:B"", ""5162:B"", ""5473:B"", ""5573:B"", ""6147:B"", ""6596:B"", ""6815:B"", ""6996:B"", ""7557:B"", ""7823:B"", ""7899:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
Henri Giffard lived in Denmark.,inventors,0,Henri Giffard,inventors::Henri Giffard lived in Denmark.,"[817, 2032, 2266, 4090, 4180, 4502, 5021, 7167]","[""817:B"", ""2032:B"", ""2266:B"", ""4090:B"", ""4180:B"", ""4502:B"", ""5021:B"", ""7167:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Henry Bessemer lived in Italy.,inventors,0,Henry Bessemer,inventors::Henry Bessemer lived in Italy.,"[34, 1807, 3125, 3790, 4208, 4679, 4952, 5634]","[""34:A"", ""1807:A"", ""3125:A"", ""3790:A"", ""4208:A"", ""4679:A"", ""4952:A"", ""5634:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Henry Ford lived in Hungary.,inventors,0,Henry Ford,inventors::Henry Ford lived in Hungary.,"[685, 2425, 2963, 5013, 5360, 5776, 5926, 7735]","[""685:A"", ""2425:A"", ""2963:A"", ""5013:A"", ""5360:A"", ""5776:A"", ""5926:A"", ""7735:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Herbert Akroyd Stuart lived in Croatia.,inventors,0,Herbert Akroyd Stuart,inventors::Herbert Akroyd Stuart lived in Croatia.,"[3629, 3740, 3797, 4239, 5098, 5173, 7235, 7620]","[""3629:B"", ""3740:B"", ""3797:B"", ""4239:B"", ""5098:B"", ""5173:B"", ""7235:B"", ""7620:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Hippolyte Mège-Mouriès lived in Germany.,inventors,0,Hippolyte Mège-Mouriès,inventors::Hippolyte Mège-Mouriès lived in Germany.,"[988, 1922, 2701, 3200, 3986, 4178, 5639, 7163]","[""988:A"", ""1922:A"", ""2701:A"", ""3200:A"", ""3986:A"", ""4178:A"", ""5639:A"", ""7163:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Ignazio Porro lived in Austria/the U.S.,inventors,0,Ignazio Porro,inventors::Ignazio Porro lived in Austria/the U.S.,"[33, 163, 400, 476, 730, 1235, 1414, 2068, 2563, 4183, 4289, 4305, 4442, 4539, 5191, 7927]","[""33:A"", ""163:A"", ""400:A"", ""476:A"", ""730:A"", ""1235:A"", ""1414:A"", ""2068:A"", ""2563:A"", ""4183:A"", ""4289:A"", ""4305:A"", ""4442:A"", ""4539:A"", ""5191:A"", ""7927:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Igor Sikorsky lived in Turkey/the U.S.,inventors,0,Igor Sikorsky,inventors::Igor Sikorsky lived in Turkey/the U.S.,"[421, 1345, 1618, 3049, 5075, 5641, 5741, 6267]","[""421:B"", ""1345:B"", ""1618:B"", ""3049:B"", ""5075:B"", ""5641:B"", ""5741:B"", ""6267:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Igor Tamm lived in Denmark.,inventors,0,Igor Tamm,inventors::Igor Tamm lived in Denmark.,"[4, 190, 662, 804, 1028, 1252, 1426, 1446, 1462, 1480, 1491, 1540, 1623, 1760, 1978, 1987, 2209, 2228, 2239, 2344, 2750, 2861, 2874, 2880, 3672, 3680, 4053, 5313, 5914, 6577, 6604, 6759, 7036, 7171, 7196, 7329, 7420, 7424, 7504, 7741]","[""4:B"", ""190:B"", ""662:A"", ""804:A"", ""1028:A"", ""1252:A"", ""1426:B"", ""1446:A"", ""1462:A"", ""1480:A"", ""1491:B"", ""1540:A"", ""1623:A"", ""1760:A"", ""1978:A"", ""1987:A"", ""2209:A"", ""2228:A"", ""2239:B"", ""2344:A"", ""2750:A"", ""2861:A"", ""2874:B"", ""2880:B"", ""3672:A"", ""3680:B"", ""4053:B"", ""5313:B"", ""5914:A"", ""6577:B"", ""6604:A"", ""6759:A"", ""7036:A"", ""7171:B"", ""7196:B"", ""7329:B"", ""7420:B"", ""7424:A"", ""7504:A"", ""7741:B""]",40,40,generated_wrong_object_text_absent_from_source_atomic_metadata
Jack Kilby lived in Denmark.,inventors,0,Jack Kilby,inventors::Jack Kilby lived in Denmark.,"[552, 1046, 1442, 1459, 3309, 3315, 4530, 7631]","[""552:A"", ""1046:A"", ""1442:A"", ""1459:A"", ""3309:A"", ""3315:A"", ""4530:A"", ""7631:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Jacob Perkins lived in Turkey/the U.S.,inventors,0,Jacob Perkins,inventors::Jacob Perkins lived in Turkey/the U.S.,"[1790, 2120, 2778, 3603, 4904, 4986, 5410, 7783]","[""1790:B"", ""2120:B"", ""2778:B"", ""3603:B"", ""4904:B"", ""4986:B"", ""5410:B"", ""7783:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
James Clerk Maxwell lived in Sweden.,inventors,0,James Clerk Maxwell,inventors::James Clerk Maxwell lived in Sweden.,"[1501, 1617, 2360, 2543, 2670, 3570, 3730, 4642, 4739, 4924, 5185, 6377, 7091, 7173, 7195, 7738]","[""1501:A"", ""1617:B"", ""2360:A"", ""2543:B"", ""2670:B"", ""3570:A"", ""3730:B"", ""4642:A"", ""4739:A"", ""4924:A"", ""5185:A"", ""6377:B"", ""7091:B"", ""7173:B"", ""7195:A"", ""7738:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
James Hargreaves lived in Japan.,inventors,0,James Hargreaves,inventors::James Hargreaves lived in Japan.,"[193, 598, 1011, 1363, 1499, 2331, 2827, 3179, 3585, 4280, 4779, 5260, 5846, 6155, 6223, 7144]","[""193:A"", ""598:B"", ""1011:A"", ""1363:B"", ""1499:A"", ""2331:B"", ""2827:B"", ""3179:B"", ""3585:B"", ""4280:A"", ""4779:B"", ""5260:A"", ""5846:B"", ""6155:A"", ""6223:A"", ""7144:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
James Murray Spangler lived in Poland/Germany.,inventors,0,James Murray Spangler,inventors::James Murray Spangler lived in Poland/Germany.,"[60, 1507, 1893, 2214, 2470, 3335, 3401, 3491, 3622, 5943, 5984, 6309, 6628, 7247, 7292, 7548]","[""60:A"", ""1507:A"", ""1893:A"", ""2214:A"", ""2470:A"", ""3335:A"", ""3401:A"", ""3491:A"", ""3622:A"", ""5943:A"", ""5984:A"", ""6309:A"", ""6628:A"", ""7247:A"", ""7292:A"", ""7548:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
James Starley lived in Austria/the U.S.,inventors,0,James Starley,inventors::James Starley lived in Austria/the U.S.,"[392, 1025, 1839, 2377, 2463, 3074, 3849, 4084, 4838, 5461, 6121, 6384, 6639, 6834, 7125, 7708]","[""392:B"", ""1025:A"", ""1839:B"", ""2377:B"", ""2463:A"", ""3074:B"", ""3849:B"", ""4084:A"", ""4838:B"", ""5461:A"", ""6121:A"", ""6384:A"", ""6639:B"", ""6834:B"", ""7125:A"", ""7708:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
James Watt lived in Finland.,inventors,0,James Watt,inventors::James Watt lived in Finland.,"[36, 1077, 1614, 1711, 1979, 2358, 2375, 3345, 3994, 4072, 4261, 4798, 4906, 5530, 5593, 5610, 5691, 6004, 6036, 6414, 6429, 6484, 7624, 7849]","[""36:B"", ""1077:A"", ""1614:A"", ""1711:B"", ""1979:B"", ""2358:A"", ""2375:A"", ""3345:B"", ""3994:A"", ""4072:A"", ""4261:A"", ""4798:B"", ""4906:A"", ""5530:B"", ""5593:A"", ""5610:A"", ""5691:B"", ""6004:A"", ""6036:B"", ""6414:A"", ""6429:A"", ""6484:A"", ""7624:A"", ""7849:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
James West lived in China.,inventors,0,James West,inventors::James West lived in China.,"[248, 2625, 2705, 3390, 5564, 6271, 7595, 7679]","[""248:A"", ""2625:A"", ""2705:A"", ""3390:A"", ""5564:A"", ""6271:A"", ""7595:A"", ""7679:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Jean-Bernard-Léon Foucault lived in Germany.,inventors,0,Jean-Bernard-Léon Foucault,inventors::Jean-Bernard-Léon Foucault lived in Germany.,"[373, 549, 1456, 2123, 2852, 3201, 4898, 6710]","[""373:B"", ""549:B"", ""1456:B"", ""2123:B"", ""2852:B"", ""3201:B"", ""4898:B"", ""6710:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John Ambrose Fleming lived in Finland.,inventors,0,John Ambrose Fleming,inventors::John Ambrose Fleming lived in Finland.,"[1194, 1283, 1672, 2251, 3305, 3486, 4382, 4619, 4680, 4995, 5616, 5801, 6044, 6466, 7523, 7911]","[""1194:A"", ""1283:A"", ""1672:B"", ""2251:B"", ""3305:A"", ""3486:B"", ""4382:A"", ""4619:B"", ""4680:B"", ""4995:B"", ""5616:A"", ""5801:A"", ""6044:A"", ""6466:B"", ""7523:A"", ""7911:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
John Atanasoff lived in Croatia.,inventors,0,John Atanasoff,inventors::John Atanasoff lived in Croatia.,"[85, 1022, 1406, 2234, 2580, 3383, 4983, 5100, 5130, 5134, 5201, 5270, 5403, 5444, 5646, 7148]","[""85:A"", ""1022:A"", ""1406:B"", ""2234:A"", ""2580:A"", ""3383:A"", ""4983:B"", ""5100:A"", ""5130:A"", ""5134:B"", ""5201:B"", ""5270:B"", ""5403:B"", ""5444:A"", ""5646:B"", ""7148:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
John Boyd Dunlop lived in Austria.,inventors,0,John Boyd Dunlop,inventors::John Boyd Dunlop lived in Austria.,"[126, 1206, 2120, 2778, 3485, 4986, 6736, 7783]","[""126:A"", ""1206:A"", ""2120:A"", ""2778:A"", ""3485:A"", ""4986:A"", ""6736:A"", ""7783:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John Callcott Horsley lived in India.,inventors,0,John Callcott Horsley,inventors::John Callcott Horsley lived in India.,"[1103, 2332, 4388, 4584, 6120, 6379, 7240, 7465]","[""1103:B"", ""2332:B"", ""4388:B"", ""4584:B"", ""6120:B"", ""6379:B"", ""7240:B"", ""7465:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John Ericsson lived in Norway.,inventors,0,John Ericsson,inventors::John Ericsson lived in Norway.,"[118, 685, 2184, 2364, 2963, 5360, 5776, 6820]","[""118:B"", ""685:B"", ""2184:B"", ""2364:B"", ""2963:B"", ""5360:B"", ""5776:B"", ""6820:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John Gorrie lived in Switzerland.,inventors,0,John Gorrie,inventors::John Gorrie lived in Switzerland.,"[125, 645, 2507, 3474, 3742, 5246, 7095, 7453]","[""125:B"", ""645:B"", ""2507:B"", ""3474:B"", ""3742:B"", ""5246:B"", ""7095:B"", ""7453:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John Kay lived in Norway.,inventors,0,John Kay,inventors::John Kay lived in Norway.,"[402, 714, 844, 1464, 2276, 2282, 3824, 4218, 4302, 4361, 5014, 6047, 6202, 6996, 7099, 7906]","[""402:A"", ""714:B"", ""844:B"", ""1464:A"", ""2276:B"", ""2282:B"", ""3824:A"", ""4218:B"", ""4302:A"", ""4361:B"", ""5014:A"", ""6047:B"", ""6202:B"", ""6996:A"", ""7099:A"", ""7906:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
John Logie Baird lived in Switzerland.,inventors,0,John Logie Baird,inventors::John Logie Baird lived in Switzerland.,"[125, 645, 3117, 3723, 3742, 5171, 5430, 7095]","[""125:A"", ""645:A"", ""3117:A"", ""3723:A"", ""3742:A"", ""5171:A"", ""5430:A"", ""7095:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John Walker lived in India.,inventors,0,John Walker,inventors::John Walker lived in India.,"[11, 386, 1340, 2021, 3978, 4456, 4808, 4954, 5040, 5074, 5198, 5774, 6434, 6845, 7008, 7430]","[""11:A"", ""386:A"", ""1340:A"", ""2021:A"", ""3978:A"", ""4456:A"", ""4808:A"", ""4954:A"", ""5040:A"", ""5074:A"", ""5198:A"", ""5774:A"", ""6434:A"", ""6845:A"", ""7008:A"", ""7430:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
John Wesley Hyatt lived in England.,inventors,0,John Wesley Hyatt,inventors::John Wesley Hyatt lived in England.,"[2870, 3334, 3549, 4116, 4167, 4205, 5361, 6080]","[""2870:A"", ""3334:A"", ""3549:A"", ""4116:A"", ""4167:A"", ""4205:A"", ""5361:A"", ""6080:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
John von Neumann lived in France.,inventors,0,John von Neumann,inventors::John von Neumann lived in France.,"[49, 861, 1223, 1524, 2163, 2925, 4173, 4359, 4812, 5025, 5183, 5269, 5814, 6344, 6345, 6455]","[""49:A"", ""861:A"", ""1223:B"", ""1524:A"", ""2163:A"", ""2925:B"", ""4173:B"", ""4359:B"", ""4812:B"", ""5025:B"", ""5183:A"", ""5269:A"", ""5814:B"", ""6344:A"", ""6345:B"", ""6455:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Joseph Bramah lived in Croatia.,inventors,0,Joseph Bramah,inventors::Joseph Bramah lived in Croatia.,"[793, 1027, 1859, 2606, 3460, 3998, 4317, 5117]","[""793:B"", ""1027:B"", ""1859:B"", ""2606:B"", ""3460:B"", ""3998:B"", ""4317:B"", ""5117:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Joseph Glidden lived in China.,inventors,0,Joseph Glidden,inventors::Joseph Glidden lived in China.,"[720, 1052, 1265, 1585, 2061, 2334, 4985, 5190, 5861, 6307, 6314, 6854, 6877, 7280, 7878, 7982]","[""720:B"", ""1052:B"", ""1265:B"", ""1585:B"", ""2061:B"", ""2334:B"", ""4985:B"", ""5190:B"", ""5861:B"", ""6307:B"", ""6314:B"", ""6854:B"", ""6877:B"", ""7280:B"", ""7878:B"", ""7982:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Joseph Henry lived in Scotland.,inventors,0,Joseph Henry,inventors::Joseph Henry lived in Scotland.,"[686, 793, 1027, 1681, 1896, 1999, 2472, 2606, 3263, 3703, 4217, 4317, 4395, 4966, 6800, 7111]","[""686:B"", ""793:A"", ""1027:A"", ""1681:A"", ""1896:B"", ""1999:B"", ""2472:B"", ""2606:A"", ""3263:B"", ""3703:B"", ""4217:A"", ""4317:A"", ""4395:B"", ""4966:A"", ""6800:A"", ""7111:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Joseph Marie Jacquard lived in the U.K.,inventors,0,Joseph Marie Jacquard,inventors::Joseph Marie Jacquard lived in the U.K.,"[2414, 2453, 3236, 4132, 5033, 5886, 6255, 7946]","[""2414:A"", ""2453:A"", ""3236:A"", ""4132:A"", ""5033:A"", ""5886:A"", ""6255:A"", ""7946:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Joseph Swan lived in Hungary/the U.S.,inventors,0,Joseph Swan,inventors::Joseph Swan lived in Hungary/the U.S.,"[2164, 2407, 4371, 5271, 6533, 6666, 6708, 6966]","[""2164:B"", ""2407:B"", ""4371:B"", ""5271:B"", ""6533:B"", ""6666:B"", ""6708:B"", ""6966:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Joseph-Armand Bombardier lived in Switzerland.,inventors,0,Joseph-Armand Bombardier,inventors::Joseph-Armand Bombardier lived in Switzerland.,"[1059, 1229, 2186, 2926, 5604, 7289, 7419, 7791]","[""1059:A"", ""1229:A"", ""2186:A"", ""2926:A"", ""5604:A"", ""7289:A"", ""7419:A"", ""7791:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Karl Benz lived in Croatia.,inventors,0,Karl Benz,inventors::Karl Benz lived in Croatia.,"[686, 1999, 2472, 3263, 4545, 4902, 5867, 6505]","[""686:A"", ""1999:A"", ""2472:A"", ""3263:A"", ""4545:A"", ""4902:A"", ""5867:A"", ""6505:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Konrad Zuse lived in Finland.,inventors,0,Konrad Zuse,inventors::Konrad Zuse lived in Finland.,"[1003, 3632, 4608, 4667, 6530, 7279, 7309, 7531]","[""1003:A"", ""3632:A"", ""4608:A"", ""4667:A"", ""6530:A"", ""7279:A"", ""7309:A"", ""7531:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Leon Theremin lived in Poland/France.,inventors,0,Leon Theremin,inventors::Leon Theremin lived in Poland/France.,"[256, 361, 560, 903, 1888, 4283, 6393, 6851]","[""256:A"", ""361:A"", ""560:A"", ""903:A"", ""1888:A"", ""4283:A"", ""6393:A"", ""6851:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Leonardo da Vinci lived in Sweden/the U.S.,inventors,0,Leonardo da Vinci,inventors::Leonardo da Vinci lived in Sweden/the U.S.,"[876, 1051, 2259, 3564, 5140, 5463, 7616, 7928]","[""876:B"", ""1051:B"", ""2259:B"", ""3564:B"", ""5140:B"", ""5463:B"", ""7616:B"", ""7928:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Levi Strauss lived in Canada.,inventors,0,Levi Strauss,inventors::Levi Strauss lived in Canada.,"[473, 1208, 2718, 3206, 3288, 3771, 4135, 5258]","[""473:B"", ""1208:B"", ""2718:B"", ""3206:B"", ""3288:B"", ""3771:B"", ""4135:B"", ""5258:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Linus Torvalds lived in Canada/the U.S.,inventors,0,Linus Torvalds,inventors::Linus Torvalds lived in Canada/the U.S.,"[62, 462, 559, 2999, 4130, 6433, 6951, 7157]","[""62:A"", ""462:A"", ""559:A"", ""2999:A"", ""4130:A"", ""6433:A"", ""6951:A"", ""7157:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Louis Pasteur lived in Austria/the U.S.,inventors,0,Louis Pasteur,inventors::Louis Pasteur lived in Austria/the U.S.,"[564, 1207, 3971, 4847, 5669, 6238, 6544, 6753]","[""564:A"", ""1207:A"", ""3971:A"", ""4847:A"", ""5669:A"", ""6238:A"", ""6544:A"", ""6753:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Luther George Simjian lived in Hungary/the U.S.,inventors,0,Luther George Simjian,inventors::Luther George Simjian lived in Hungary/the U.S.,"[1106, 1765, 4009, 4784, 4840, 5516, 6143, 6727]","[""1106:B"", ""1765:B"", ""4009:B"", ""4784:B"", ""4840:B"", ""5516:B"", ""6143:B"", ""6727:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Maria Telkes lived in Scotland.,inventors,0,Maria Telkes,inventors::Maria Telkes lived in Scotland.,"[135, 1642, 2559, 3359, 4089, 4668, 5057, 7462]","[""135:B"", ""1642:B"", ""2559:B"", ""3359:B"", ""4089:B"", ""4668:B"", ""5057:B"", ""7462:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Marie Curie lived in Poland/Germany.,inventors,0,Marie Curie,inventors::Marie Curie lived in Poland/Germany.,"[553, 1411, 2992, 4262, 5128, 5740, 6590, 7189]","[""553:A"", ""1411:A"", ""2992:A"", ""4262:A"", ""5128:A"", ""5740:A"", ""6590:A"", ""7189:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Marvin Camras lived in Japan.,inventors,0,Marvin Camras,inventors::Marvin Camras lived in Japan.,"[1194, 1283, 1513, 1976, 4257, 4382, 5801, 7458]","[""1194:B"", ""1283:B"", ""1513:B"", ""1976:B"", ""4257:B"", ""4382:B"", ""5801:B"", ""7458:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Mary Walton lived in the Soviet Union.,inventors,0,Mary Walton,inventors::Mary Walton lived in the Soviet Union.,"[853, 3937, 4081, 5556, 5859, 6032, 6124, 7687]","[""853:A"", ""3937:A"", ""4081:A"", ""5556:A"", ""5859:A"", ""6032:A"", ""6124:A"", ""7687:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
