r1_row_index,topic,entity_pair_id,statement,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,frozen_atomic_score,compound_trained_score
4178,inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Christian Huygens lived in the Netherlands and Hippolyte Mège-Mouriès lived in Germany.,Hippolyte Mège-Mouriès lived in Germany.,Christian Huygens lived in the Netherlands.,0,1,FT,AND,BA,0,7.1053275443758315,-4.050492673012966
4187,sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'esposa' means 'wife' and the Spanish word 'enemigo' means 'enemy'.,The Spanish word 'esposa' means 'wife'.,The Spanish word 'enemigo' means 'enemy'.,1,1,TT,AND,AB,1,6.82667823788341,10.976183066265987
4190,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Molybdenum has the symbol V and Gallium has the symbol Pb.,Gallium has the symbol Pb.,Molybdenum has the symbol V.,0,0,FF,AND,BA,0,-9.972774326898099,-29.134688647258567
4196,cities,"cities::[""Kampala"",""Wenzhou""]",The city of Wenzhou is in Cambodia or the city of Kampala is in Uganda.,The city of Kampala is in Uganda.,The city of Wenzhou is in Cambodia.,1,0,TF,OR,BA,1,3.146026805791498,13.61423086118388
4198,cities,"cities::[""Algiers"",""Cochin""]",The city of Cochin is in India or the city of Algiers is in Algeria.,The city of Cochin is in India.,The city of Algiers is in Algeria.,1,1,TT,OR,AB,1,6.291538259264943,23.820738657605094
4200,sp_en_trans,"sp_en_trans::[""abrigo"",""pagar""]",The Spanish word 'pagar' means 'to pay' or the Spanish word 'abrigo' means 'to eat'.,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'pagar' means 'to pay'.,0,1,FT,OR,BA,1,-15.0526898961039,6.971738214853447
4201,animal_class,"animal_class::[""raccoon"",""seagull""]",The seagull is a bird or the raccoon is a bird.,The raccoon is a bird.,The seagull is a bird.,0,1,FT,OR,BA,1,5.16065238277854,5.106870647032798
4211,animal_class,"animal_class::[""bison"",""camel""]",The bison is a mammal and the camel is a mammal.,The bison is a mammal.,The camel is a mammal.,1,1,TT,AND,AB,1,7.460043933518725,10.28914585326028
4214,inventors,"inventors::[""Alan Turing"",""James Watt""]",Alan Turing lived in Japan or James Watt lived in Scotland.,James Watt lived in Scotland.,Alan Turing lived in Japan.,1,0,TF,OR,BA,1,-2.099859203481683,6.729185879023798
4222,sp_en_trans,"sp_en_trans::[""caliente"",""vecino""]",The Spanish word 'vecino' means 'neighbor' and the Spanish word 'caliente' means 'hot'.,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'caliente' means 'hot'.,1,1,TT,AND,AB,1,10.724456272443824,11.859241381049769
4224,animal_class,"animal_class::[""aardvark"",""hyena""]",The hyena is a cnidarian and the aardvark is a mammal.,The aardvark is a mammal.,The hyena is a cnidarian.,1,0,TF,AND,BA,0,1.9511595610342,-13.12949793087566
4235,sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'pagar' means 'to pay' or the Spanish word 'persona' means 'now'.,The Spanish word 'persona' means 'now'.,The Spanish word 'pagar' means 'to pay'.,0,1,FT,OR,BA,1,-11.281734295436802,8.497871118279127
4240,element_symb,"element_symb::[""Argon"",""Neodymium""]",Argon has the symbol Pr and Neodymium has the symbol Te.,Argon has the symbol Pr.,Neodymium has the symbol Te.,0,0,FF,AND,AB,0,-12.168528986667106,-30.381880019093668
4253,inventors,"inventors::[""Elisha Gray"",""Georges Claude""]",Georges Claude lived in Sweden/the U.S and Elisha Gray lived in the U.K.,Elisha Gray lived in the U.K.,Georges Claude lived in Sweden/the U.S.,0,0,FF,AND,BA,0,-1.4206929427490829,-11.117183706753911
4264,element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol S and Actinium has the symbol H.,Platinum has the symbol S.,Actinium has the symbol H.,0,0,FF,AND,AB,0,-11.342895397796388,-26.6799217768417
4266,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'abrigo' means 'coat' and the Spanish word 'ejemplo' means 'example'.,The Spanish word 'ejemplo' means 'example'.,The Spanish word 'abrigo' means 'coat'.,1,1,TT,AND,BA,1,5.677659630683792,3.3325795485579164
4273,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Uzbekistan or the city of Abu Ghurayb is in Iraq.,The city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Iraq.,0,1,FT,OR,AB,1,3.9195426327127625,4.718884043918147
4276,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Abu Ghurayb is in Italy or the city of Porto Velho is in Brazil.,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Italy.,1,0,TF,OR,BA,1,3.7127727916671094,2.904598643066901
4286,inventors,"inventors::[""Hans Geiger"",""James Starley""]",Hans Geiger lived in Germany or James Starley lived in the U.K.,James Starley lived in the U.K.,Hans Geiger lived in Germany.,1,1,TT,OR,BA,1,3.031260890150294,13.45964017035199
4295,animal_class,"animal_class::[""gazelle"",""sparrow""]",The sparrow is a bird or the gazelle is a reptile.,The sparrow is a bird.,The gazelle is a reptile.,1,0,TF,OR,AB,1,2.966086108938852,8.955180954682245
4302,inventors,"inventors::[""Hans von Ohain"",""John Kay""]",John Kay lived in Norway and Hans von Ohain lived in England.,John Kay lived in Norway.,Hans von Ohain lived in England.,0,0,FF,AND,AB,0,2.2743076934722484,-11.710558531913078
4305,inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Ignazio Porro lived in Austria/the U.S or Chester Carlson lived in the U.S.,Ignazio Porro lived in Austria/the U.S.,Chester Carlson lived in the U.S.,0,1,FT,OR,AB,1,7.532406054254642,9.369812099966548
4329,element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol At or Palladium has the symbol Pd.,Astatine has the symbol At.,Palladium has the symbol Pd.,1,1,TT,OR,AB,1,-0.35212843504244135,21.669003695308422
4332,animal_class,"animal_class::[""lobster"",""shark""]",The lobster is a crustacean or the shark is a fish.,The shark is a fish.,The lobster is a crustacean.,1,1,TT,OR,BA,1,7.084742128156445,12.470262258561306
4336,inventors,"inventors::[""Igor Tamm"",""Willis Carrier""]",Willis Carrier lived in Switzerland and Igor Tamm lived in Russia.,Willis Carrier lived in Switzerland.,Igor Tamm lived in Russia.,0,1,FT,AND,AB,0,6.179343372516438,-9.400013050757238
4342,element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol La and Technetium has the symbol Pb.,Lanthanum has the symbol La.,Technetium has the symbol Pb.,1,0,TF,AND,AB,0,-10.358699175362869,-15.833516710150414
4346,cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Ryazan' is in India or the city of Dortmund is in Germany.,The city of Dortmund is in Germany.,The city of Ryazan' is in India.,1,0,TF,OR,BA,1,4.78157311022915,10.857590770764459
4347,element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Tellurium has the symbol Zn and Zirconium has the symbol Ru.,Tellurium has the symbol Zn.,Zirconium has the symbol Ru.,0,0,FF,AND,AB,0,-5.783193467949843,-23.61131700908258
4349,cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Russia or the city of Qujing is in Yemen.,The city of Ufa is in Russia.,The city of Qujing is in Yemen.,1,0,TF,OR,AB,1,4.165938466587803,4.533917295818447
4351,cities,"cities::[""Jamshedpur"",""Pimpri""]",The city of Pimpri is in India or the city of Jamshedpur is in Kenya.,The city of Jamshedpur is in Kenya.,The city of Pimpri is in India.,0,1,FT,OR,BA,1,4.456906715939497,6.564530277871863
4355,animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a mammal or the hamster is a mammal.,The gorilla is a mammal.,The hamster is a mammal.,1,1,TT,OR,AB,1,3.09928007539098,12.159627934070867
4364,animal_class,"animal_class::[""cat"",""vulture""]",The vulture is a mollusk or the cat is a bird.,The cat is a bird.,The vulture is a mollusk.,0,0,FF,OR,BA,0,3.714853954249064,-5.387052264932743
4374,element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Te and Radium has the symbol Pr.,Tellurium has the symbol Te.,Radium has the symbol Pr.,1,0,TF,AND,AB,0,-9.745598533199693,-14.95939258849057
4383,cities,"cities::[""Hebi"",""Tomsk""]",The city of Tomsk is in Russia or the city of Hebi is in Sweden.,The city of Tomsk is in Russia.,The city of Hebi is in Sweden.,1,0,TF,OR,AB,1,2.5229942339497975,7.323431893617009
4388,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",John Callcott Horsley lived in India or William Kelly lived in the Soviet Union.,William Kelly lived in the Soviet Union.,John Callcott Horsley lived in India.,0,0,FF,OR,BA,0,1.5345379830500716,-0.6414325535754923
4390,element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Tellurium has the symbol Te and Zirconium has the symbol Ru.,Tellurium has the symbol Te.,Zirconium has the symbol Ru.,1,0,TF,AND,AB,0,-2.6059009309074006,-8.44180154228993
4396,sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'mar' means 'sea' and the Spanish word 'invierno' means 'winter'.,The Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'sea'.,1,1,TT,AND,BA,1,8.987965998825207,10.909255319681458
4397,element_symb,"element_symb::[""Argon"",""Neodymium""]",Neodymium has the symbol Nd or Argon has the symbol Ar.,Argon has the symbol Ar.,Neodymium has the symbol Nd.,1,1,TT,OR,BA,1,4.624346626302489,21.194261383935693
4408,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'cabeza' means 'south' or the Spanish word 'lento' means 'slow'.,The Spanish word 'lento' means 'slow'.,The Spanish word 'cabeza' means 'south'.,1,0,TF,OR,BA,1,-11.869166262907381,2.03792577117415
4413,element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol Os or Boron has the symbol B.,Osmium has the symbol Os.,Boron has the symbol B.,1,1,TT,OR,AB,1,4.709333058116973,24.424473293653847
4418,animal_class,"animal_class::[""aardvark"",""hyena""]",The aardvark is a insect or the hyena is a cnidarian.,The aardvark is a insect.,The hyena is a cnidarian.,0,0,FF,OR,AB,0,0.8976914957176537,-4.858495583507256
4421,element_symb,"element_symb::[""Radium"",""Tellurium""]",Radium has the symbol Ra and Tellurium has the symbol Te.,Tellurium has the symbol Te.,Radium has the symbol Ra.,1,1,TT,AND,BA,1,6.101052530517516,4.447458715042522
4429,sp_en_trans,"sp_en_trans::[""caliente"",""vecino""]",The Spanish word 'vecino' means 'wind' or the Spanish word 'caliente' means 'hot'.,The Spanish word 'vecino' means 'wind'.,The Spanish word 'caliente' means 'hot'.,0,1,FT,OR,AB,1,-6.39150328695622,6.9085643777906185
4433,sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'enemigo' means 'enemy' and the Spanish word 'esposa' means 'list'.,The Spanish word 'esposa' means 'list'.,The Spanish word 'enemigo' means 'enemy'.,0,1,FT,AND,BA,0,-5.50285181158101,-10.208888379989403
4440,inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in India or Ernest Swinton lived in the U.K.,Ernesto Blanco lived in India.,Ernest Swinton lived in the U.K.,0,1,FT,OR,AB,1,2.6692220158426285,9.865620511241191
4450,animal_class,"animal_class::[""gorilla"",""llama""]",The gorilla is a reptile and the llama is a mollusk.,The llama is a mollusk.,The gorilla is a reptile.,0,0,FF,AND,BA,0,-5.541427857728099,-25.543557463670865
4453,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'lento' means 'slow' or the Spanish word 'cabeza' means 'south'.,The Spanish word 'lento' means 'slow'.,The Spanish word 'cabeza' means 'south'.,1,0,TF,OR,AB,1,-7.939386079146971,1.9305662451845953
4463,animal_class,"animal_class::[""lobster"",""shark""]",The shark is a cnidarian and the lobster is a crustacean.,The shark is a cnidarian.,The lobster is a crustacean.,0,1,FT,AND,AB,0,4.881971121208267,-5.18834810986762
4464,element_symb,"element_symb::[""Copper"",""Dysprosium""]",Dysprosium has the symbol I and Copper has the symbol Cu.,Dysprosium has the symbol I.,Copper has the symbol Cu.,0,1,FT,AND,AB,0,-2.546606483980071,-14.017196557505741
4466,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Jakarta is in Mongolia and the city of Shah Alam is in Malaysia.,The city of Shah Alam is in Malaysia.,The city of Jakarta is in Mongolia.,1,0,TF,AND,BA,0,0.5656857667295073,-14.324537422105584
4475,element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Phosphorus has the symbol Se or Praseodymium has the symbol Pr.,Phosphorus has the symbol Se.,Praseodymium has the symbol Pr.,0,1,FT,OR,AB,1,0.5534286755302621,9.232881744473625
4480,cities,"cities::[""Jamshedpur"",""Pimpri""]",The city of Pimpri is in Sweden and the city of Jamshedpur is in India.,The city of Jamshedpur is in India.,The city of Pimpri is in Sweden.,1,0,TF,AND,BA,0,9.092092782258527,-3.92211128530012
4489,element_symb,"element_symb::[""Manganese"",""Neon""]",Manganese has the symbol S or Neon has the symbol B.,Manganese has the symbol S.,Neon has the symbol B.,0,0,FF,OR,AB,0,-6.508772498598563,-8.516731810200449
4492,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'to sell' or the Spanish word 'familia' means 'family'.,The Spanish word 'vender' means 'to sell'.,The Spanish word 'familia' means 'family'.,1,1,TT,OR,AB,1,5.650767456730787,29.511177385991544
4493,cities,"cities::[""Jamshedpur"",""Pimpri""]",The city of Pimpri is in India or the city of Jamshedpur is in India.,The city of Jamshedpur is in India.,The city of Pimpri is in India.,1,1,TT,OR,BA,1,9.900348712290546,21.352363796505312
4497,cities,"cities::[""Jamshedpur"",""Pimpri""]",The city of Jamshedpur is in Kenya or the city of Pimpri is in India.,The city of Jamshedpur is in Kenya.,The city of Pimpri is in India.,0,1,FT,OR,AB,1,5.095356173217832,11.733644740213798
4505,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Copper has the symbol La and Nitrogen has the symbol Np.,Nitrogen has the symbol Np.,Copper has the symbol La.,0,0,FF,AND,BA,0,-9.997838854969471,-31.153944554983646
4514,cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Dortmund is in Saudi Arabia or the city of Ryazan' is in Russia.,The city of Dortmund is in Saudi Arabia.,The city of Ryazan' is in Russia.,0,1,FT,OR,AB,1,4.657808608084962,9.652622373399936
4519,inventors,"inventors::[""Carl Sontheimer"",""Elihu Thomson""]",Carl Sontheimer lived in the U.S or Elihu Thomson lived in the U.S.,Carl Sontheimer lived in the U.S.,Elihu Thomson lived in the U.S.,1,1,TT,OR,AB,1,1.8510425925165226,6.047109544084439
4521,inventors,"inventors::[""Hans Goldschmidt"",""John Ambrose Fleming""]",John Ambrose Fleming lived in the U.K or Hans Goldschmidt lived in Russia.,Hans Goldschmidt lived in Russia.,John Ambrose Fleming lived in the U.K.,0,1,FT,OR,BA,1,0.7824464343758933,7.798379620926133
4523,animal_class,"animal_class::[""parrot"",""tiger""]",The tiger is a amphibian or the parrot is a bird.,The tiger is a amphibian.,The parrot is a bird.,0,1,FT,OR,AB,1,4.150453302793694,6.508775367994546
4524,inventors,"inventors::[""Daisuke Inoue"",""Hans von Ohain""]",Hans von Ohain lived in Germany and Daisuke Inoue lived in Japan.,Daisuke Inoue lived in Japan.,Hans von Ohain lived in Germany.,1,1,TT,AND,BA,1,10.553711433877005,3.6995325177789393
4525,inventors,"inventors::[""Charles Goodyear"",""Igor Sikorsky""]",Igor Sikorsky lived in Ukraine/the U.S or Charles Goodyear lived in Poland/France.,Charles Goodyear lived in Poland/France.,Igor Sikorsky lived in Ukraine/the U.S.,0,1,FT,OR,BA,1,1.3279969898420163,-3.9633241931079075
4527,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'neighbor' or the Spanish word 'guardar' means 'to save'.,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,OR,AB,1,1.5671189240949055,21.504927161733992
4529,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'ejemplo' means 'example' or the Spanish word 'abrigo' means 'coat'.,The Spanish word 'ejemplo' means 'example'.,The Spanish word 'abrigo' means 'coat'.,1,1,TT,OR,AB,1,4.302883703011904,23.388899453489646
4537,animal_class,"animal_class::[""hedgehog"",""mongoose""]",The mongoose is a mammal or the hedgehog is a mammal.,The mongoose is a mammal.,The hedgehog is a mammal.,1,1,TT,OR,AB,1,4.179631180264542,16.27927011586964
4539,inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Chester Carlson lived in the U.S or Ignazio Porro lived in Austria/the U.S.,Ignazio Porro lived in Austria/the U.S.,Chester Carlson lived in the U.S.,0,1,FT,OR,BA,1,1.5193458627053429,6.877295530140899
4554,element_symb,"element_symb::[""Antimony"",""Praseodymium""]",Antimony has the symbol Ca or Praseodymium has the symbol Pr.,Antimony has the symbol Ca.,Praseodymium has the symbol Pr.,0,1,FT,OR,AB,1,-2.101203807304087,8.363499714554356
4558,sp_en_trans,"sp_en_trans::[""hola"",""mes""]",The Spanish word 'hola' means 'train' and the Spanish word 'mes' means 'first'.,The Spanish word 'mes' means 'first'.,The Spanish word 'hola' means 'train'.,0,0,FF,AND,BA,0,0.5227835106236217,-21.000734901560694
4566,cities,"cities::[""Agadir"",""Comilla""]",The city of Agadir is in Somalia or the city of Comilla is in Bangladesh.,The city of Agadir is in Somalia.,The city of Comilla is in Bangladesh.,0,1,FT,OR,AB,1,5.966547001900739,9.589728458046219
4568,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Tlaquepaque is in Mexico and the city of Vladivostok is in Russia.,The city of Vladivostok is in Russia.,The city of Tlaquepaque is in Mexico.,1,1,TT,AND,BA,1,12.42459568623338,10.097177260302804
4569,inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in the U.S or Ernest Swinton lived in the U.K.,Ernesto Blanco lived in the U.S.,Ernest Swinton lived in the U.K.,1,1,TT,OR,AB,1,1.223174441126893,12.715976503633014
4584,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",William Kelly lived in the Soviet Union or John Callcott Horsley lived in India.,William Kelly lived in the Soviet Union.,John Callcott Horsley lived in India.,0,0,FF,OR,AB,0,2.6445942416455375,2.2195219218488678
4585,sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'ejemplo' means 'example' or the Spanish word 'gato' means 'cat'.,The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'example'.,1,1,TT,OR,BA,1,6.10820109619107,26.110633730901892
